context_id	word	gold_sense_id	positions	context	lem_context	source
662	балет	1	104-109	лучшие новые стили и неповторимость каждого движения, и возвращая все к истоку – вечно живой классике и балету.	хороший новое стиль и неповторимость каждый движение , и возвращать весь к исток – вечно живой классика и балет .	active-rutenten
663	балет	2	100-106	«Евгений Онегин» пользуются постоянным успехом у театральной публики. То же самое можно сказать и о балетах «Жизель», «Золушка», «Дон Кихот», «Щелкунчик», «Ромео и Джульетта». Любовь к классике — вот что дарит	« евгений онегин » пользоваться постоянный успех у театральный публика . то же самый можно сказать и о балет « жизель » , « золушка » , « дон кихот » , « щелкунчик » , « ромео и джульетта » . любовь к классика — вот что дарить	active-rutenten
664	балет	1	106-110	проходит уровни. Со стороны это зрелище больше напоминает не обычный боевик, а невероятный фантастический балет.	проходить уровень . с сторона это зрелище большой напоминать не обычный боевик , а невероятный фантастический балет .	active-rutenten
665	балет	1	106-111	чья-то реакция. Давайте вспомним, сколько было сделано в классическом жанре, в том числе в Театре оперы и балета. Иногда не понимаешь, о чём спрашивают, что имеется в виду.	чей-то реакция . давать вспомнить , сколько быть сделать в классический жанр , в тот число в театр опера и балет . иногда не понимать , о что спрашивать , что иметься в вид .	active-rutenten
666	балет	1	106-112	Франции за меня решило “общественное мнение” —… Я зарегистрирован в качестве художника-декоратора русских балетов. Так меня представляют в обществе… Деятельность же моя отнюдь не ограничивалась театром. Я и художественный	франция за я решить “ общественный мнение ” — … я зарегистрировать в качество художник-декоратор русский балет . так я представлять в общество … деятельность же мой отнюдь не ограничиваться театр . я и художественный	active-rutenten
667	балет	1	61-66	и Анри Руссо (оба -Дракон, Телец) и Эдгар Дега (Лошадь, Рак) балете незаменимы. А потому самые лучшие всегда в этом знаке. Для примера представим Вацлава Нижинского и	и анри руссо ( оба -дракон , телец ) и эдгар дега ( лошадь , рак ) балет незаменимый . а потому самый хороший всегда в это знак . для пример представимый вацлав нижинский и	active-rutenten
668	балет	3	103-108	Вадима Евлюхинцева тоже есть свой секрет. Он любит путешествовать со своими воспитанниками — его Ева — балету полстраны рукоплескало. В департаменте не стал умалчивать о заслугах коллектива — и выиграл. При помощи	вадим евлюхинцев тоже есть свой секрет . он любить путешествовать с свой воспитанник — он ева — балет полстрана рукоплескать . в департамент не стать умалчивать о заслуга коллектив — и выиграть . при помощь	active-rutenten
669	балет	3	101-105	эпизод с Еленой!]. 6. Балет духов, во время которого фурии разрывают Фауста на куски'. 'В заключение балет и веселая комедия' (Тексты, III, 22). Балетные номера сопровождают окончание каждого действия и вставляются	эпизод с елена ! ] . 6 . балет дух , в время который фурия разрывать фауст на кусок ' . ' в заключение балет и весёлый комедия ' ( текст , iii , 22 ) . балетный номер сопровождать окончание каждый действие и вставляться	active-rutenten
670	балет	3	41-47	рассмотреть их по нескольким параметрам: балетов Монте-Карло», всемирно известные танцовщики и хореографы (Рудольф Нуриев, Михаил Барышников, Ролан	рассмотреть они по несколько параметр : балет монте-карло » , всемирно известный танцовщик и хореограф ( рудольф нуриев , михаил барышник , ролан	active-rutenten
671	балет	2	107-111	хулиган' Д. Шостаковича, 24 декабря 1978 г - опера П.И. Чайковского 'Евгений Онегин', 26 декабря 1978 г. - балет А. Адана 'Жизель'. В 1979 году репертуар театра неуклонно пополнялся замечательными спектаклями: оперы	хулиган ' далее . шостакович , 24 декабрь 1978 год - опера плата . и . чайковский ' евгений онегин ' , 26 декабрь 1978 год . - балет а . адан ' жизель ' . в 1979 год репертуар театр неуклонно пополняться замечательный спектакль : опера	active-rutenten
672	балет	3	103-108	кстати, переносится на всех остальных. Кстати, сами рабы тоже не сахар. Потому что они хороши только в балете «Спартак», а в жизни рабы – это не очень приятная категория населения.	кстати , переноситься на весь остальной . кстати , сам раб тоже не сахар . потому что они хороший только в балет « спартак » , а в жизнь раб – это не очень приятный категория население .	active-rutenten
673	балет	3	102-106	Кихот» Л. Минкуса, «Лебединое озеро» П. Чайковского. Первая работа в качестве дирижёра-постановщика - балет «Маугли» В. Бочарова (1989). Осуществил новые постановки национальных спектаклей: «Нюргун Боотур» М.	кихот » литр . минкуса , « лебединый озеро » плата . чайковский . один работа в качество дирижёр-постановщик - балет « мауголь » в . бочаров ( 1989 ) . осуществить новое постановка национальный спектакль : « нюргун боотур » метр .	active-rutenten
674	балет	1	24-28	русский советский актёр балет на льду!	русский советский актёр балет на лёд !	active-rutenten
675	балет	3	109-114	старинного балета «Пробуждение Флоры» в этом сезоне не вспоминают. Как и не знают, появятся ли вновь в афише балеты на музыку Шостаковича или праздновать юбилей будет только оперно-симфоническая часть театра, что вполне	старинный балет « пробуждение флор » в это сезон не вспоминать . как и не знать , появиться ли вновь в афиша балет на музыка шостакович или праздновать юбилей быть только оперно-симфонический часть театр , что вполне	active-rutenten
676	балет	4	102-107	обучение по специальности 070302 (52) 'Хореографическое искусство' с присвоением квалификации 'артист балета'. Срок обучения 7 лет 10 мес. Возраст- 10 лет (4 класс)	обучение по специальность 070302 ( 52 ) ' хореографический искусство ' с присвоение квалификация ' артист балет ' . срок обучение 7 год 10 мес . возраст- 10 год ( 4 класс )	active-rutenten
677	балет	1	101-107	время проживают 13 воспитанниц. Они учатся в расположенной поблизости гимназии, занимаются музыкой и балетом. Вместе с несколькими взрослыми работницами обители девочки уже заботятся о нуждающихся в уходе пожилых	время проживать 13 воспитанница . они учиться в расположить поблизости гимназия , заниматься музыка и балет . вместе с несколько взрослый работница обитель девочка уже заботиться о нуждающийся в уход пожилое	active-rutenten
678	балет	1	101-105	театральных деятелей России и вручается спектаклям всех жанров театрального искусства: драма, опера, балет, оперетта и мюзикл, кукольный театр. «Золотая Маска» проводится Федеральным агентством по культуре	театральный деятель россия и вручаться спектакль весь жанр театральный искусство : драма , опера , балет , оперетта и мюзикл , кукольный театр . « золотой маска » проводиться федеральный агентство по культура	active-rutenten
679	балет	1	103-108	лауреатов в других жанрах оказались Лариса Гоголевская (опера, Мариинский театр), Мария Абашова (Театр балета Бориса Эйфмана, Санкт-Петербург), Вероника Гришуленко (оперетта, Театр музыкальной комедии, Новосибирск	лауреат в другой жанр оказаться лариса гоголевский ( опера , мариинский театр ) , мария абашов ( театр балет борис эйфмана , санкт-петербург ) , вероника гришуленко ( оперетта , театр музыкальный комедия , новосибирск	active-rutenten
680	балет	1	111-116	гала-концерте фестиваля. И не где-нибудь, а на сцене Татарского академического государственного театра оперы и балета им. Мусы Джалиля — одного из крупнейших театров Российской Федерации. Из более чем двухсот участвовавших	гала-концерт фестиваль . и не где-нибудь , а на сцена татарский академический государственный театр опера и балет имя . муса джалиль — один из крупный театр российский федерация . из более чем двести участвовать	active-rutenten
681	балет	1	108-113	постановок у зрителя и в итоге упорной борьбы покончили с иностранным засилием в балетном театре. Интерес к балету стремительно рос и распространялся по всей России. Патриотический подъём, вызванный войной с Наполеоном	постановка у зритель и в итог упорный борьба покончить с иностранный засилий в балетный театр . интерес к балет стремительно расти и распространяться по весь россия . патриотический подъём , вызвать война с наполеон	active-rutenten
682	балет	1	107-112	немного подождать? Очень мало таких видов деятельности, где потерять год или два ― это потерять всё, как в балете.	немного подождать ? очень мало такой вид деятельность , где потерять год или два ― это потерять весь , как в балет .	active-rutenten
683	балет	1	102-106	профессиональная награда за лучшие работы сезона во всех жанрах сценического искусства: драма, опера, балет, оперетта, мюзикл, театр кукол.	профессиональный награда за хороший работа сезон в весь жанр сценический искусство : драма , опера , балет , оперетта , мюзикл , театр кукла .	active-rutenten
684	балет	3	104-109	этой статьи было снятие оперы 'Леди Макбет' с репертуара всех театров, где она шла, снятие с репертуара балета, не выход в свет или невозможность первого исполнения Четвертой симфонии. Шостакович фактически был	этот статья быть снятие опера ' леди макбет ' с репертуар весь театр , где она идти , снятие с репертуар балет , не выход в свет или невозможность первое исполнение четыре симфония . шостакович фактически быть	active-rutenten
685	балет	2	101-106	хореограф дал мне интервью для журнала, а меня попросил написать не что-нибудь, а новое либретто для балета Кара Караева «Семь красавиц». И премьера состоялась. В этом году тот балет был показан в Большом театре	хореограф дать я интервью для журнал , а я попросить написать не что-нибудь , а новое либретто для балет кара караев « семь красавица » . и премьера состояться . в это год тот балет быть показать в большой театр	active-rutenten
686	балет	1	104-109	появляется в репетиционном купальнике, фигура замечательная. Больше ничего не напоминает о классическом балете. Это балет поз, рук, содержания и художественных skystar 3 драйвера для xp. В общем, ни одного старого	появляться в репетиционный купальник , фигура замечательный . большой ничто не напоминать о классический балет . это балет поза , рука , содержание и художественный skystar 3 драйвер для xp . в общий , ни один старое	active-rutenten
687	балет	1	101-106	полной мере по-шекспировски раскрывшая образ Джульетты. Сегодня Уланова - первая балерина советского балета, несущая в своем творчестве самое драгоценное и нужное. Начиная с “Бахчисарайского фонтана”, она на	полный мера по-шекспировск раскрыть образ джульетта . сегодня уланов - один балерина советский балет , несущий в свой творчество самый драгоценный и нужный . начинать с “ бахчисарайский фонтан ” , она на	active-rutenten
688	балет	3	106-111	шоу-балет «Стелла», поставленный известной балериной, актрисой и хореографом Наталией Гуслистой. Премьера балета с триумфом прошла 21 апреля 2011 года на главной сцене штаб-квартиры ЮНЕСКО в Париже. Постановка рассказывает	шоу-балет « стелла » , поставить известный балерина , актриса и хореограф наталия гуслистый . премьера балет с триумф пройти 21 апрель 2011 год на главный сцена штаб-квартира юнеско в париж . постановка рассказывать	active-rutenten
689	балет	1	13-18	выступлений: балета включает 26 разноплановых оригинальных номера, для каждого из которых создан оригинальный комплект	выступление : балет включать 26 разноплановый оригинальный номер , для каждый из который создать оригинальный комплект	active-rutenten
690	балет	1	105-110	танце. «Диана – человек страстный, поэтому история получилась напряженной, - говорит солист Гамбургского балета Тьяго Бордин. – Конечно это об отношениях. Мы проживали в танце свой сюжет. Диана – особая балерина	танец . « диана – человек страстный , поэтому история получиться напрячь , - говорить солист гамбургский балет тьяго бордин . – конечно это о отношение . мы проживать в танец свой сюжет . диана – особый балерина	active-rutenten
691	балет	1	54-58	трафик. И помните, что возраст домена имеет значение! Балет Quatro Quatro мог бы называться по-разному, но название остается простым и правдивым, потому что четыре	трафик . и помнить , что возраст домен иметь значение ! балет quatro quatro мочь бы называться по-разному , но название оставаться простой и правдивый , потому что четыре	active-rutenten
692	балет	1	106-111	спорта являются Олимпийские игры в Древней Греции, а танцевальные элементы в фитнесе берут свое начало из балета, который представляет из себя симбеоз танца и огромной физической нагрузки. Восточные танцы привнесли	спорт являться олимпийский игра в древний греция , а танцевальный элемент в фитнес брать свой начать из балет , который представлять из себя симбеоз танец и огромный физический нагрузка . восточный танец привнести	active-rutenten
693	балет	3	108-112	новогодних праздниках, здесь проводятся классические драматические представления, мюзиклы, можно попасть на балет и оперные представления. Даже на улице здесь выступают артисты самых разных жанров, и самые искушенные	новогодний праздник , здесь проводиться классический драматический представление , мюзикл , можно попасть на балет и оперный представление . даже на улица здесь выступать артист самый разный жанр , и самый искусить	active-rutenten
694	балет	1	89-93	переносит зрителя в самый эпицентр событий, позволяя стать сторонним участником картины. балет, невероятно чувственное искусство и нечто эстетическое и прекрасное безусловно заслуживает похвалы	переносить зритель в самый эпицентр событие , позволять стать сторонний участник картина . балет , невероятно чувственный искусство и нечто эстетический и прекрасный безусловно заслуживать похвала	active-rutenten
695	балет	3	102-106	быть некоторая путаница: хореограф — это явно автор, сочинитель композиций; балетмейстер, воплощающий балет в чужой хореографии, — интерпретатор.	быть некоторый путаница : хореограф — это явно автор , сочинитель композиция ; балетмейстер , воплощать балет в чужой хореография , — интерпретатор .	active-rutenten
696	балет	1	102-107	Дуэнде» – только что поставленные в Петербурге два опуса Начо Дуато, испанского худрука Михайловского балета, а также «Минорные сонаты» хореографа Славы Самодурова. Показы в Москве прояснили, что современная	дуэнд » – только что поставить в петербург два опус начо дуато , испанский худрук михайловский балет , а также « минорный соната » хореограф слава самодуров . показ в москва прояснить , что современный	active-rutenten
697	балет	1	100-105	рок-оперы и балета 'Мертвые души' (Гоголюцинации Чичикова) представит Государственный театр оперы и балета Коми в марте.	рок-опера и балет ' мёртвый душа ' ( гоголюцинация чичиков ) представить государственный театр опера и балет коми в март .	active-rutenten
698	балет	1	108-113	Приволжского федерального округа по бодибилдингу и бодифитнесу «Ижевск-2010» (Государственный театр оперы и балета УР, в 18-00 час.)	приволжский федеральный округа по бодибилдинг и бодифитнес « ижевск-2010 » ( государственный театр опера и балет ур , в 18-00 час . )	active-rutenten
699	балет	1	101-106	, врачи, рабочие, строители, архитекторы, экономисты. Пусть балетная труппа Пермского театра оперы и балета подметает улицы. Пусть загибаются производства, больницы, школы пусть растят недоумков, строить мы	, врач , рабочий , строитель , архитектор , экономист . пусть балетный труппа пермский театр опера и балет подметать улица . пусть загибаться производство , больница , школа пусть растить недоумок , строить мы	active-rutenten
700	балет	3	85-89	Особенность балета - во встрече музыки Моцарта и современного танца', - считает она. балет, созданный хореографом в 1994 году специально для балетной труппы Парижской оперы. За ним последовали	особенность балет - в встреча музыка моцарт и современный танец ' , - считать она . балет , создать хореограф в 1994 год специально для балетный труппа парижский опера . за он последовать	active-rutenten
701	балет	1	101-105	всегда хотите видеть на своих премьерах? Есть ли родные, которые не любят или, напротив, очень любят балет?	всегда хотеть видеть на свой премьер ? есть ли родные , который не любить или , напротив , очень любить балет ?	active-rutenten
702	балет	1	103-108	Римского-Корсакова (класс профессора И. А. Мусина). С 1968 по 1993 год - дирижер Малого театра оперы и балета. Руководил обширным оперно-балетным репертуаром. С труппой театра гастролировал в Австрии, Германии	римский-корсаков ( класс профессор и . а . мусин ) . с 1968 по 1993 год - дирижёр малое театр опера и балет . руководить обширный оперно-балетный репертуар . с труппа театр гастролировать в австрия , германия	active-rutenten
703	балет	3	104-110	Эйфман чувствует корневую основу красивого французского слова: оно означает 'тело балета'. 'Тело' в его балетах неотделимо от души. Кордебалет и солисты у него могут делать все - от классики до акробатических пируэтов	эйфман чувствовать корневой основа красивый французский слово : оно означать ' тело балет ' . ' тело ' в он балет неотделимый от душа . кордебалет и солист у он мочь делать весь - от классика до акробатический пируэт	active-rutenten
704	балет	3	105-109	чувашской культуре в муниципальных образованиях Ульяновской области. Одним из центральных событий станет балет Чувашского государственного театра оперы и балета «Лолита» по роману Н.Набокова, который пройдет в	чувашский культура в муниципальный образование ульяновский область . один из центральный событие стать балет чувашский государственный театр опера и балет « лолита » по роман наш . набоков , который пройти в	active-rutenten
705	балет	1	102-107	сообщает пресс-служба ГУ МВД столицы, 24 ноября в полицию обратился 38-летний артист 'Короны Русского балета'. Он заявил, что неизвестный, взломав личинку замка двери его машины 'Тойота Камри', проник в салон	сообщать пресс-служба гу мвд столица , 24 ноябрь в полиция обратиться 38-летний артист ' корона русский балет ' . он заявить , что неизвестный , взломать личинка замок дверь он машина ' тойота камри ' , проникнуть в салон	active-rutenten
706	балет	1	90-95	камерного ансамбля радио (1960–1977 гг.). С 1964 г. преподавал в Московской консерватории.Балета BarbieShow» профессиональные танцовщицы. Каждая имеет диплом об окончании хореографического факультета	камерный ансамбль радио ( 1960 – 1977 год . ) . с 1964 год . преподавать в московский консерватория . балет barbieshow » профессиональный танцовщица . каждый иметь диплом о окончание хореографический факультет	active-rutenten
707	балет	2	106-111	композитор Пётр Ильич Чайковский пишет музыку к балету: «По приглашению Московской дирекции пишу музыку к балету «Озеро лебедей». Я взялся за этот труд отчасти ради денег, в которых нуждаюсь, отчасти потому, что	композитор пётр илья чайковский писать музыка к балет : « по приглашение московский дирекция писать музыка к балет « озеро лебедь » . я взяться за этот труд отчасти ради деньга , в который нуждаться , отчасти потому , что	active-rutenten
708	балет	2	105-109	Ратманский поставил два: балет 'Болт', запись которого на DVD-дисках была недавно выпущена во Франции, и балет 'Светлый ручей'. Подробнее...	ратманский поставить два : балет ' болт ' , запись который на dvd-диск быть недавно выпустить в франция , и балет ' светлый ручей ' . дробный . . .	active-rutenten
709	балет	1	104-108	приемами сломают Ковальчука, Морозова и вратаря, кто бы ни стоял в воротах, ты тоже скажешь, что это не балет?	приём сломать ковальчук , морозов и вратарь , кто бы ни стоялый в ворот , ты тоже сказать , что это не балет ?	active-rutenten
710	балет	3	100-105	и показать класс. А заодно развеять миф о том, что балеруны не умеют танцевать ничего, кроме своего балета. Кстати, аудитория меня поддержала, но мэтр вызова не принял. Обидно, что Цискаридзе лишил публику	и показать класс . а заодно развеять миф о тот , что балеруна не уметь танцевать ничто , кроме свой балет . кстати , аудитория я поддержать , но мэтр вызов не принять . обидный , что цискаридзе лишить публика	active-rutenten
711	балет	1	100-105	Удмуртии Дмирий Иванов, в следующем году пройдет реконструкция театра юного зрителя, театра оперы и балета и еще планируется строительство жилого дома для театральных трупп и для остальных театральных специалистов	удмуртия дмирия иванов , в следующий год пройти реконструкция театр юный зритель , театр опера и балет и ещё планироваться строительство жилой дом для театральный труппа и для остальной театральный специалист	active-rutenten
712	балет	1	104-109	культуры Сергея Павловича Дягилева. Далеко не случайно, что именно Пермский академический театр оперы и балета им. П. И. Чайковского выступил инициатором первого дягилевского фестиваля в России.	культура сергей павло дягилев . далеко не случайно , что именно пермский академический театр опера и балет имя . плата . и . чайковский выступить инициатор первое дягилевский фестиваль в россия .	active-rutenten
713	балет	3	103-107	подмостков. Современные мюзиклы и искрометные комедии, шекспировские драмы и изысканные оперы, изящный балет и пластические перформансы, авангардный фринж и неподражаемые выступления уличных трупп – здесь есть	подмостки . современный мюзикл и искромётный комедия , шекспировский драма и изысканный опера , изящный балет и пластический перформанс , авангардный фринж и неподражаемый выступление уличный труппа – здесь есть	active-rutenten
714	балет	1	106-111	проживалец за неимением других способов заманивания через каждые 30 минут высокоинтеллектуальной беседы о балете и профессиональной деятельности интересовался у нас с сотрудницей: «Девчонки, а как вы относитесь к	проживалец за неимение другой способ заманивание через каждый 30 минута высокоинтеллектуальный беседа о балет и профессиональный деятельность интересоваться у мы с сотрудница : « девчонка , а как вы относиться к	active-rutenten
715	балет	1	107-112	находятся крупнейшее театральное здание России - Новосибирский государственный академический театр оперы и балета (открыт 12 мая 1945 года). Разобраться в многочисленных достопримечательностях и в других не менее	находиться крупный театральный здание россия - новосибирский государственный академический театр опера и балет ( открытый 12 май 1945 год ) . разобраться в многочисленный достопримечательность и в другой не менее	active-rutenten
716	балет	3	106-111	священнослужений в древних храмах. Некоторые из них воспроизведены в 'Борьбе магов'. Кроме того, в основу балета положены три особые идеи. Но если я поставлю балет на обычной сцене, публика никогда их не поймет.	священнослужение в древние храм . некоторый из они воспроизвести в ' борьба маг ' . кроме тот , в основа балет положить три особый идея . но если я поставить балет на обычный сцена , публика никогда они не понять .	active-rutenten
717	балет	3	107-111	Спасителя (2000 г.), выставка 'Осторожно, религия!' в Музее им. А.Сахарова (январь 2003 г.), кощунственный балет 'Благовещение' в Государственном академическом Малом театре (август 2003 г.).	спаситель ( 2000 год . ) , выставка ' осторожно , религия ! ' в музей имя . а . сахаров ( январь 2003 год . ) , кощунственный балет ' благовещение ' в государственный академический малое театр ( август 2003 год . ) .	active-rutenten
718	балет	1	4-9	<p> балета до последних хитов Голливуда - Сингапур предлагает неограниченное множество развлечение. Разнообразие	< p > балет до последний хит голливуд - сингапур предлагать неограниченный множество развлечение . разнообразие	active-rutenten
719	балет	3	63-68	Сценограф — Андрей Злобин Художник по костюмам — Анна Игнатова балета во всём мире — русский лебедь. Хореография — М. Петипа, Л. Иванов, А. Горский, А. Ваганова. Продолжительность	сценограф — андрей злобин художник по костюм — анна игнатов балет в весь мир — русский лебедь . хореография — метр . петипа , литр . иванов , а . горский , а . ваганов . продолжительность	active-rutenten
720	балет	1	107-112	последний концерт А.Н. Вертинский(20). В Харбине в 30-40-е годы работала прекрасная плеяда артистов драмы, балета, оперы и оперетты. Творческая молодежь получала хореографическое образование, не выезжая из Харбина	последний концерт а . наш . вертинский ( 20 ) . в харбин в 30-40- год работать прекрасный плеяда артист драма , балет , опера и оперетта . творческий молодёжь получать хореографический образование , не выезжать из харбин	active-rutenten
721	балет	1	106-111	Действительно, когда погибла Набиля Галиевна (от ред. - народная артистка РФ, художественный руководитель балета Воронежского театра оперы и балета, лауреат премии 'Золотой фонд Воронежской области' Набиля Галиевна	действительно , когда погибнуть набиль гали ( от ред . - народный артистка рф , художественный руководитель балет воронежский театр опера и балет , лауреат премия ' золотой фонд воронежский область ' набиль гали	active-rutenten
722	балет	3	77-82	«МедиаСоюз» будет содействовать распространению информации о конкурсе в СМИ. балета Коми 27 февраля на утренней репетиции спектакля «Мертвые души» произошел несчастный случай. С лестницы	« медиасоюз » быть содействовать распространение информация о конкурс в сми . балет коми 27 февраль на утренний репетиция спектакль « мёртвый душа » произойти несчастный случай . с лестница	active-rutenten
723	балет	3	103-107	все трудности введения новых исполнителей на главные роли в этот необычный, новаторский по хореографии балет. Дважды, в 1970 и 1973 годах, «Горянка» возрождалась с обновленным составом солистов, дважды во время	весь трудность введение новый исполнитель на главное роль в этот необычный , новаторский по хореография балет . дважды , в 1970 и 1973 год , « горянка » возрождаться с обновить состав солист , дважды в время	active-rutenten
724	балет	1	108-113	Агриппины Вагановой, известной «царицы вариаций», ставшей потом не менее известной «царицей» ленинградского балета. Уланова не выделялась среди соучениц ни внешними, ни техническими данными, не отличалась и артистизмом	агриппина ваганов , известный « царица вариация » , стать потом не менее известный « царица » ленинградский балет . уланов не выделяться среди соученица ни внешний , ни технический дать , не отличаться и артистизм	active-rutenten
