context_id	word	gold_sense_id	positions	context	lem_context	source
2906	винт	1	89-93	метрические изделия. Метизы , имеющие шаг резьбы стандартного размера. Это разные болты, винты, гайки (в том числе клепальные), метрические шпильки. Во второй совокупности располагаются	метрический изделие . метиз , иметь шаг резьба стандартный размер . это разный болт , винт , гайка ( в тот число клепальный ) , метрический шпилька . в два совокупность располагаться	active-rutenten
2907	винт	2	80-83	1962 года). Четыре YHU-1B с двигателем T53-L-5 мощностью 960 л.с. имели несущий винт с лопастями с увеличенной хордой, более просторную заднюю кабину на 8 военнослужащих	1962 год ) . четыре yhu-1b с двигатель t53-l-5 мощность 960 литр . с . иметь несущий винт с лопасть с увеличить хорда , более просторный задний кабина на 8 военнослужащий	active-rutenten
2908	винт	1	87-91	толстого стального провода и пневматического степлера. Здесь мы обращаем внимание, что винты для крепления пластин отличаются от винтов гипсокартона.	толстой стальной провод и пневматический степлера . здесь мы обращать внимание , что винт для крепление пластина отличаться от винт гипсокартон .	active-rutenten
2909	винт	1	87-93	окрашенных профилей. Элементы обшивки промтоварного автофургона крепятся к основе либо винтами и заклепками, либо сваркой, либо специальным клеем. Все швы между листами обшивки	окрасить профиль . элемент обшивка промтоварный автофургон крепиться к основа либо винт и заклёпка , либо сварка , либо специальный клей . весь шов между лист обшивка	active-rutenten
2910	винт	1	80-84	фары в задней части, он расположен за замком зажигания, снять шайбу и прокладку винта. Положить на бензобак ветошь, затем снять и положить на нее верхний кожух фары	фара в задний часть , он расположить за замок зажигание , снять шайба и прокладка винт . положить на бензобак ветошь , затем снять и положить на нея верхний кожух фара	active-rutenten
2911	винт	1	81-85	, гайка, DIN, продажа оптом по низким ценам в Санкт - Петербурге: анкеры, болты, винты, гайки, гвозди, дюбели, заглушки, ценам в Санкт - Петербурге: анкеры, болты которая	, гайка , din , продажа оптом по низкий цена в санкт - петербург : анкер , болт , винт , гайка , гвоздь , дюбель , заглушка , цена в санкт - петербург : анкер , болт который	active-rutenten
2912	винт	1	85-89	создания устойчивости и безопасности передвижной вышки, крепятся специальные опорные винты и дополнительные стабилизаторы. Благодаря опорным винтам, рабочая площадка выравнивается	создание устойчивость и безопасность передвижной вышка , крепиться специальный опорный винт и дополнительный стабилизатор . благодаря опорный винт , рабочий площадка выравниваться	active-rutenten
2913	винт	2	80-85	и снасть закручивает в кильватерной струе поначалу я уверен, что леску перебило винтом, но нет, леска цела, только закручена в чудовищную бороду. Уж на что я спокойный	и снасть закручивать в кильватерный струя поначалу я уверенный , что леска перебить винт , но нет , леска целый , только закрутить в чудовищный борода . уж на что я спокойный	active-rutenten
2914	винт	2	83-88	смеси? (компоненты, их соотношение) Как он себя показал при обкатке? (с обкаточным винтом, топливом)	смесь ? ( компонента , они соотношение ) как он себя показать при обкатка ? ( с обкаточный винт , топливо )	active-rutenten
2915	винт	2	80-84	условиях пыли, мелкого гравия и ледяной крошки. Даже при значительном поражении винта от гравия его ремонт можно провести силами экипажа с помощью зачисток рваных краёв	условие пыль , мелкий гравий и ледяной крошка . даже при значительный поражение винт от гравий он ремонт можно провести сила экипаж с помощь зачистка рваный край	active-rutenten
2916	винт	2	84-87	Постройка Х.2 завершилась в мае 1912 года, и первые испытания показали, что гребной винт быстро разгоняет машину, но при этом поток воды срывает обтекатели со стоек шасси	постройка х . 2 завершиться в май 1912 год , и один испытание показать , что гребной винт быстро разгонять машина , но при это поток вода срывать обтекатель с стойка шасси	active-rutenten
2917	винт	2	84-88	заметить, что моторы немного перекручивали, была бы возможность надо было поставить винты с шагом 11 дюймов. Лодки Николая Викторовича Мнева, которые он нам сделал для детских	заметить , что мотор немного перекручивать , быть бы возможность надо быть поставить винт с шагом 11 дюйм . лодка николай виктор мнева , который он мы сделать для детский	active-rutenten
2918	винт	1	44-48	должны быть разных размеров гвозди, шурупы, винты, гайки, шайбы и т. п. В кружке необходимо иметь олифу, клей, замазку, лаки, краски	должный быть разный размер гвоздь , шуруп , винт , гайка , шайба и том . плата . в кружка необходимый иметь олифа , клеить , замазка , лак , краска	active-rutenten
2919	винт	1	80-83	устанавливается строго вертикально в какой-нибудь подходящей таре, выворачиваем винт качества, можно выкрутить пробку жиклёра так будет быстрее, подаём топливо в щтуцер	устанавливаться строго вертикально в какой-нибудь подходящий тара , выворачивать винт качество , можно выкрутить пробка жиклёр так быть быстрый , подавать топливо в щтуцер	active-rutenten
2920	винт	2	85-89	рожки да ножки навязывания должны иметь мини- мум привилегий. Всех теоретики гребные винты буксиров пришлось уют водонепроницаемыми, ни достаточно прочными и не могли противостоять	рожок да ножка навязывание должный иметь мини- мум привилегия . весь теоретик гребной винт буксир прийтись уют водонепроницаемый , ни достаточно прочный и не мочь противостоять	active-rutenten
2921	винт	2	85-88	приходят в голову в последнюю очередь. Срезав болты мне, удалось добраться до винта. Винт имел три лопасти и был в диаметре сантиметров сорок. Вся его поверхность оказалась	приходить в голова в последний очередь . срезать болт я , удаться добраться до винт . винт иметь три лопасть и быть в диаметр сантиметр сорок . весь он поверхность оказаться	active-rutenten
2922	винт	2	81-87	для войсковых испытаний с вооружением, двигателями R-3350-21 и четырехлопастными винтами;	для войсковой испытание с вооружение , двигатель r-3350-21 и четырехлопастный винт ;	active-rutenten
2923	винт	1	80-85	такая версия может иметь место. Хотя, до недавной замены ремня и регулировочных винтов. Все было ОК. Диагностика показывала, четкую работу форсунок, хотя разбежка была	такой версия мочь иметь место . хотя , до недавной замена ремень и регулировочный винт . весь быть ок . диагностика показывать , чёткий работа форсунка , хотя разбежка быть	active-rutenten
2924	винт	1	81-86	либо ДСП или кусков склеенного дерева. Часто ножки ввинчиваются в такой гобан на винтах. Такие «продукты» китайской промышленности лучше избегать. Это низкопробная подделка	либо дсп или кусок склеить дерево . часто ножка ввинчиваться в такой гобан на винт . такой « продукт » китайский промышленность хороший избегать . это низкопробный подделка	active-rutenten
2925	винт	2	83-86	Винт воздушный В-530ТА-Д35 для самолетов Як-18Т, Як-50, Як-52, Як-55, Су-26, Су-29 Винт воздушный МТВ-9 (MTV-9) для легкомоторных самолетов Винт воздушный ВВ-3-600 для	винт воздушный в-530та-д35 для самолёт як-18т , як-50 , як-52 , як-55 , су-26 , су-29 винт воздушный мтв-9 ( mtv-9 ) для легкомоторный самолёт винт воздушный вв-3-600 для	active-rutenten
2926	винт	2	48-52	инстинктивно дает ручку ЦШ влево. Провал в тяге винта (уменьшение угла атаки винта и падение его оборотов) не позволяет реализовать поперечную	инстинктивно давать ручка цш влево . провал в тяга винт ( уменьшение угол атака винт и падение он оборот ) не позволять реализовать поперечный	active-rutenten
2927	винт	2	80-84	движение лопастей. В результате может быть серьезно повреждена колонка несущего винта или весь несущий винт может оторваться от вертолета.	движение лопасть . в результат мочь быть серьёзно повредить колонка несущий винт или весь несущий винт мочь оторваться от вертолёт .	active-rutenten
2928	винт	2	89-92	дизельных компрессоров, ради чего разработали и внедрили оригинальный высокопродуктивный винт, который не только улучшил производительность на всех рабочих режимах, но и помогает	дизельный компрессор , ради что разработать и внедрить оригинальный высокопродуктивный винт , который не только улучшить производительность на весь рабочий режим , но и помогать	active-rutenten
2929	винт	1	42-46	один ”бабах” был -- соединить два больших винта одной гайкой (само собой, пространство между винтами заполнено спичечной серой)	один ” бабах ” быть -- соединить два больший винт один гайка ( сам себя , пространство между винт заполнить спичечный сера )	active-rutenten
2931	винт	2	86-90	контраст с медлительными действиями неуклюжих мотоботов. Сильные моторы и три гребных винта позволяли им виртуозно маневрировать, легко удерживать нос на песчаной отмели,	контраст с медлительный действие неуклюжий мотобот . сильный мотор и три гребной винт позволять имя виртуозно маневрировать , легко удерживать нос на песчаный отмель ,	active-rutenten
2932	винт	1	43-46	дамской шпильки, но на широте 58 градусов, винт оказывается закручен очень глубоко, и загибает его нахрен (CG-5). После 2 загнутого	дамский шпилька , но на широта 58 градус , винт оказываться закрутить очень глубоко , и загибать он нахрен ( cg-5 ) . после 2 загнутый	active-rutenten
2933	винт	2	92-97	продолжавшие вращаться огромные винты. Две шлюпки затянуло в водоворот и разрубило одним из винтов на части. Наглотавшись морской воды, гигантское судно пошатнулось и стало стремительно	продолжать вращаться огромный винт . два шлюпка затянуть в водоворот и разрубить один из винт на часть . наглотаться морской вода , гигантский судно пошатнуться и стать стремительно	active-rutenten
2934	винт	2	91-94	рекомендуется при выполнении вертикальных фигур вниз (при разгоне скорости более 250 км/ч) винт затяжелять на 1/3 хода рычага управлением шага винта.	рекомендоваться при выполнение вертикальный фигура вниз ( при разгон скорость более 250 километр / число ) винт затяжелять на 1 / 3 ход рычаг управление шаг винт .	active-rutenten
2935	винт	2	81-85	участия наземного персонала в процессе запуска мотора для 'прокрутки' воздушного винта, значительно упростило эксплуатацию Р-5 на необорудованных аэродромах, повысило	участие наземный персонал в процесс запуск мотор для ' прокрутка ' воздушный винт , значительно упростить эксплуатация р-5 на необорудованный аэродром , повысить	active-rutenten
2936	винт	2	53-58	''КРИБЕЛ-КОНСАЛТ'' Здравствуйте, Анна Александровна. винтов/лопастей/турбин нового тысячелетия	' ' крибел-консалта ' ' здравствовать , анна александр . винт / лопасть / турбина новое тысячелетие	active-rutenten
2937	винт	1	51-56	его поставят у филармонии. В отверстия конструк... винтом и шариковой гайкой с гидроусилителем;передаточное число рулевого механизма 20,2	он поставить у филармония . в отверстие конструка . . . винт и шариковый гайка с гидроусилитель ; передаточный число рулевой механизм 20 , 2	active-rutenten
2938	винт	1	84-88	планку под ней, из вертикального положения ставят её в горизонтальное, и затягивают винты. Ручка снова будет надёжно держаться.	планка под она , из вертикальный положение ставить её в горизонтальный , и затягивать винт . ручка снова быть надёжно держаться .	active-rutenten
2939	винт	1	81-85	найдете GS Строймаркет кухня Unionplast ноги двух стандартов: Короткие и длинные винты винт и клипы на них. Кухня подвижного винта нога позволяет установку кухни неправильной	найти gs строймаркета кухня unionplast нога два стандарт : короткий и длинный винт винт и клип на они . кухня подвижный винт нога позволять установка кухня неправильный	active-rutenten
2941	винт	2	82-88	турбины обеспечивают работу электрогенераторов, а электромоторы – гребных валов с винтами. В трюмах атомоходов место топлива заняли мощные системы защиты от радиации.	турбина обеспечивать работа электрогенератор , а электромотор – гребной валов с винт . в трюм атомоход место топливо занять мощный система защита от радиация .	active-rutenten
2942	винт	1	80-83	фары, то направление пучка их света регулируют только по высоте. Регулировочный винт со шлицем под отвертку с крестообразным лезвием расположен в глубине отверстия	фара , то направление пучок они свет регулировать только по высота . регулировочный винт с шлиц под отвёртка с крестообразный лезвие расположить в глубина отверстие	active-rutenten
2943	винт	1	89-94	вставляется в гнездо (чего нельзя сказать о разъеме DVI), фиксируется без дополнительных винтов и может использоваться как для передачи изображения, так и звука.	вставляться в гнездо ( что нельзя сказать о разъём dvi ) , фиксироваться без дополнительный винт и мочь использоваться как для передача изображение , так и звук .	active-rutenten
2944	винт	2	81-84	в виде гладких стержней диаметром 8—10 мм, а в нижнюю кроме того встроен ходовой винт М10—М12 с резьбовой втулкой. С помощью такого винта обе каретки вместе с обрабатываемой	в вид гладкий стержень диаметр 8 — 10 мм , а в нижний кроме тот встроить ходовой винт м10 — м12 с резьбовой втулка . с помощь такой винт оба каретка вместе с обрабатывать	active-rutenten
2945	винт	2	47-51	установлено, что лопасть при вращении несущего винта совершает периодические маховые движения. При этом считалось, что установочный	установить , что лопасть при вращение несущий винт совершать периодический маховый движение . при это считаться , что установочный	active-rutenten
2946	винт	2	80-83	торец все ближе и ближе? Меня выручил реверс. Ведь даже на Ан-2 был реверсивный винт, на ”гидре”.	торец весь близкий и близкий ? я выручить реверс . ведь даже на ан-2 быть реверсивный винт , на ” гидра ” .	active-rutenten
2947	винт	1	87-91	анализаторе и смасле применения его для настройки ФА. Там жила прикручена к монтажному винту пластикового хомута. а к оплётке припаян провод на КПЕ. Конструкция, на которой	анализатор и смасло применение он для настройка фа . там жить прикрутить к монтажный винт пластиковый хомут . а к оплётка припаять провод на кпе . конструкция , на который	active-rutenten
2948	винт	1	87-93	оснащена усилением: двумя шестимиллиметровыми штырями, а также мощными регулировочными винтами, которые опираются на вкладыш-подшипник.	оснастить усиление : два шестимиллиметровый штырь , а также мощный регулировочный винт , который опираться на вкладыш-подшипник .	active-rutenten
2949	винт	1	81-84	наждачной бумаги. На обработанный фрагмент рейки наносим клей и надеваем на него винт, опустив его на 1 см.	наждачный бумага . на обработать фрагмент рейка наносить клеить и надевать на он винт , опустить он на 1 сантиметр .	active-rutenten
2951	винт	2	81-85	исследования, которые показали, что наилучшие результаты получаются тогда, когда винты вращаются в разные стороны и имеют одинаковый диаметр, потребляемая ими мощность	исследование , который показать , что хороший результат получаться тогда , когда винт вращаться в разный сторона и иметь одинаковый диаметр , потреблять они мощность	active-rutenten
2952	винт	2	87-90	тяжелый из палубных истребителей. 18-цилиндровый двигатель раскручивал четырехметровый винт. Чтобы сделать это возможным, конструкторам пришлось изготовить изогнутое в форме	тяжёлый из палубный истребитель . 18-цилиндровый двигатель раскручивать четырехметровый винт . чтобы сделать это возможный , конструктор прийтись изготовить изогнутый в форма	active-rutenten
2953	винт	2	33-37	клапаны большинства компрессоров;винты винтовых компрессоров, если они смазываются, а также зубчатые зацепления их синхронизаторов	клапан большинство компрессор ; винт винтовой компрессор , если они смазываться , а также зубчатый зацепление они синхронизатор	active-rutenten
2954	винт	1	85-89	наклон монтировки по широте и положение по азимуту с помощью широтного регулирующего винта и ручек точной азимутальной регулировки (рис.7). Для этого сначала ослабьте большой	наклон монтировка по широта и положение по азимут с помощь широтный регулировать винт и ручка точный азимутальный регулировка ( рис . 7 ) . для это сначала ослабить большой	active-rutenten
2955	винт	2	82-85	обратном направлении. Если сила А будет приложена в стороне от центра тяжести, то винт начнет вращаться под действием крутящего момента. Если сила А будет измерена в	обратный направление . если сила а быть приложить в сторона от центр тяжесть , то винт начать вращаться под действие крутить момент . если сила а быть измерить в	active-rutenten
2956	винт	2	84-88	вертолета сильно отличается от движения самолетного винта. Если лопасть самолетного винта совершает вращательное движение, то лопасть винта вертолета находится во вращательно-маховом	вертолёт сильно отличаться от движение самолётный винт . если лопасть самолётный винт совершать вращательный движение , то лопасть винт вертолёт находиться в вращательно-маховый	active-rutenten
2958	винт	2	88-92	размером. Если нужно больше тяги для тяжелогруженой лодки или для буксировки, то берите винты большего диаметра, как более широкие шины для автомобиля. Если же нужна только	размер . если нужно большой тяга для тяжелогруженый лодка или для буксировка , то брать винт больший диаметр , как более широкий шина для автомобиль . если же нужный только	active-rutenten
2959	винт	1	84-88	кулачка, в противном случае следует ослабить контргайку и вращением регулировочного винта добиться требуемого результата. 4. Если в кулачок не поддается регулировке, следует	кулачка , в противный случай следовать ослабить контргайка и вращение регулировочный винт добиться требовать результат . 4 . если в кулачок не поддаваться регулировка , следовать	active-rutenten
2960	винт	1	86-90	зубного ряда, большего в переднем участке и меньшего в боковых, применяют специальные винты. При их расширении обе половины базиса расходятся веерообразно, что достигается	зубной ряд , больший в передний участок и меньший в боков , применять специальный винт . при они расширение оба половина базис расходиться веерообразный , что достигаться	active-rutenten
2961	винт	1	42-48	двух стойках 7, прикрепленных к корпусу 1 винтами 16 и шайбами 25, установлен вал 9, по которому перемещаются кронштейны 12 и фиксируются	два стойка 7 , прикрепить к корпус 1 винт 16 и шайба 25 , установленный вал 9 , по который перемещаться кронштейн 12 и фиксироваться	active-rutenten
2962	винт	1	80-84	стального листа различной толщины. Для крепления досок применяются самонарезные винты.	стальной лист различный толщина . для крепление доска применяться самонарезной винт .	active-rutenten
320	горн	1	84-89	-- «Надеждой» назвали. Для «Веры» же новый винт отделали в монастыре, в собственных горнах... Так случилось, что пароход Беломорско-Мурманской компании «Качалов» стоял в наших доках	-- « надежда » назвать . для « вера » же новый винт отделать в монастырь , в собственный горн . . . так случиться , что пароход беломорско-мурманский компания « качалов » стоялый в наш док	bts-rnc
321	горн	1	85-88	то правда, -- мягко поддержал ее Люсин. -- Одна печь чего стоит. Чистый алхимический горн. Разве что воздуходувка взамен мехов приспособлена. А снадобья? Какие-то кости толченые, ракушки...	то правда , -- мягко поддержать она люсин . -- один печь что стоить . чистый алхимический горн . разве что воздуходувка взамен мехи приспособить . а снадобье ? какой-то костя толчёный , ракушка . . .	bts-rnc
322	горн	1	93-98	из стали, полученной путем цементации. Цементацию или науглероживание вели тогда в кузнечных горнах или в печах. Сюда в закрытых сосудах -- муфелях, наполненных древесным углем, кусочками	из стать , получить путём цементация . цементация или науглероживание вели тогда в кузнечный горн или в печь . сюда в закрытый сосуд -- муфель , наполнить древесный уголь , кусочек	bts-rnc
323	горн	1	99-102	инструменты изготовляются с помощью устройства, носящего громкое название «кузница». Есть здесь и «горн», и «меха», тоже уменьшенные во много раз. Нужно превратиться в ювелира, чтобы	инструмент изготовляться с помощь устройство , носить громкий название « кузница » . есть здесь и « горн » , и « мех » , тоже уменьшить в много раз . нужно превратиться в ювелир , чтобы	bts-rnc
324	горн	1	2-6	В горне кузницы давно уже вырос лопух, а под лопухом лежало куриное яйцо, наверное,	в горн кузница давно уже вырасти лопух , а под лопух лежалый куриный яйцо , наверное ,	bts-rnc
325	горн	1	88-92	дверь низенького каменного сарая. Гарин и Виктор Ленуар подошли к небольшому кирпичному горну под колпаком. Рядом на столе лежали рядками пирамидки. На горне стояло на	дверь низенький каменный сарай . гарин и виктор ленуар подойти к небольшой кирпичный горн под колпак . ряд на стол лежать рядок пирамидка . на горн стоялый на	bts-rnc
326	горн	1	69-72	вопроса не поддалась формовке даже в горне гения. Тогда он швырнул в горн свою жизнь. И вот огонь вспыхивает таким пламенем, что освещает на миг	вопрос не поддаться формовка даже в горн гений . тогда он швырнуть в горн свой жизнь . и вот огонь вспыхивать такой пламя , что освещать на миг	bts-rnc
327	горн	1	81-85	» в кругу взрослых. От школьного станочка он рвется к гудящим машинам, пылающему горну, к производительному труду. Вопрос о том, как в педагогически приемлемой форме предоставить	» в круг взрослый . от школьный станочек он рваться к гудеть машина , пылать горн , к производительный труд . вопрос о тот , как в педагогически приемлемый форма предоставить	bts-rnc
328	горн	1	88-92	гайдамаки? -- Да, папаша, кашу заварили, теперь от дома отрекайся. Машинист выхватил из горна голубоватый жаркий кусок и быстро положил его на наковальню: -- А ну, сыночек,	гайдамак ? -- да , папаша , каша заварить , теперь от дом отрекаться . машинист выхватить из горный голубоватый жаркий кусок и быстро положить он на наковальня : -- а ну , сыночек ,	bts-rnc
329	горн	1	62-67	- Чево смеетесь? Вы думаете, и мы не умеем полосы лить, али в горнах огонь раздувать, али по ремню наждаком сталь шлифовать? -- проговорил с азартом Панфил	- чево смеяться ? вы думать , и мы не уметь полоса лить , али в горн огонь раздувать , али по ремень наждак сталь шлифовать ? -- проговорить с азарт панфил	bts-rnc
330	горн	1	61-65	, и в кузне, сказали, искать его нечего: не пошел-де нынче к горну, как получил призывную бумажку. Начал Касьян самым низом Старых Усвят, а очутился	, и в кузня , сказать , искать он нечего : не пойти-де нынче к горн , как получить призывный бумажка . начать касьян самый низом старое усвятой , а очутиться	bts-rnc
331	горн	1	69-74	стали из чугуна -- возник в XIV веке. Сталь тогда получали в кричных горнах. Чугун помещали на слой древесного угля, расположенный выше фурмы для подачи воздуха.	стать из чугун -- возникнуть в xiv век . сталь тогда получать в кричный горн . чугун помещать на слой древесный уголь , расположить выше фурма для подача воздух .	bts-rnc
332	горн	1	84-88	... Эх, будет у тебя топорик -- маленький, да удаленький... Петюшка, бери клещи, из горна тащи да накладывай!.. Ослепительные звезды летели брызгами в разные стороны из-под молотка	. . . эх , быть у ты топорик -- маленький , да удаленький . . . петюшка , брать клещ , из горный тащить да накладывать ! . . ослепительный звезда лететь брызги в разный сторона из-под молоток	bts-rnc
333	горн	1	76-80	. Через Ларису мне откроется, почему от личной любви бежал Михаил. На каком горне судьбы ковалась его революционная воля? Ведь из одних глубоко личных причин куются	. через лариса я открыться , почему от личный любовь бежать михаил . на какой горн судьба коваться он революционный воля ? ведь из один глубоко личный причина коваться	bts-rnc
334	горн	1	81-85	стен и потолка в сетке паутины хлопьями свисала холодная копоть, остывшие черные горна были похожи на гробы. Лишь в одной рессорной печке под грудой пепла	стена и потолок в сетка паутина хлопья свисать холодный копоть , остыть чёрный горный быть похожий на гроб . лишь в один рессорный печка под груда пепел	bts-rnc
335	горн	1	73-77	сам на беса похож -- весь черный, страшный и глаза красные. -- Это -- от горна, кулугур. -- А горно ваше что? Норка в ад. Тебя бесята, как мухи	сам на бес похожий -- весь чёрный , страшный и глаз красный . -- это -- от горный , кулугур . -- а горный ваш что ? норка в ада . ты бесята , как муха	bts-rnc
336	горн	1	85-89	полупрозрачной тенью. Перед хижиной площадка, на другом краю которой мечется пламя в горне, звенят молоты, жарко гудит наковальня. Земля поворачивается перед глазами, как в неокончившемся	полупрозрачный тень . перед хижина площадка , на друг край который метаться пламя в горн , звенеть молотый , жарко гудеть наковальня . земля поворачиваться перед глаз , как в неокончиться	bts-rnc
337	горн	1	73-76	виновато спрятал глаза, и тихо-тихо сказал: -- А вчерась прихожу в кузню,горн еще теплый.	виновато спрятать глаз , и тихо-тихо сказать : -- а вчерася приходить в кузня , горн ещё тёплый .	bts-rnc
338	горн	1	78-82	его обагренной суриком гладкой площадке уже был поставлен кузнечный горн, а в горне, едко пощипывая ноздри Ливитина горячим дымом, разгорался уголь, накаливая заклепки. И в	он обагрить сурик гладкий площадка уже быть поставить кузнечный горн , а в горн , едко пощипывать ноздря ливитина горячее дым , разгораться уголь , накаливать заклёпка . и в	bts-rnc
339	горн	1	72-76	сразу ответил: -- Конечно… Потом потёр руки о передник и, глядя в огонь горна, заговорил: -- Я этих делов не знаю, сирота… Ты бы учителя спросил. А	сразу ответить : -- конечно … потом потереть рука о передник и , глядеть в огонь горный , заговорить : -- я этот дело не знать , сирота … ты бы учитель спросить . а	bts-rnc
341	горн	3	92-96	. Лошадки чувствовали предстоящую охоту и нервно переступали ногами. Но вот раздался сигнал горна, и вся компания, построившись в две шеренги, выехала в отъезжее поле... Перед	. лошадка чувствовать предстоящий охота и нервно переступать нога . но вот раздаться сигнал горный , и весь компания , построиться в два шеренга , выехать в отъезжий пол . . . перед	bts-rnc
342	горн	3	88-91	лагерь. Назначили из своей среды вожатых, настригли из красной материи галстуков, взяли горн и барабан и поселились на подмосковной базе отдыха без столовой, горячей воды	лагерь . назначить из свой среда вожатый , настричь из красный материя галстук , взять горн и барабан и поселиться на подмосковный база отдых без столовый , горячий вода	bts-rnc
