context_id	word	gold_sense_id	positions	context	lem_context	source
327	балет	1	56-61	Музыка . Риголетто Верди из Саратовского театра оперы и балета закрывает оперную серию Золотой маски . Это довольно-таки хулиганская работа московского дуэта постановщиков художницы Алены Пикаловой и режиссера Дмитрия Белова	музыка . риголетто верди из саратовский театр опера и балет закрывать оперный серия золотой маска . это довольно-таки хулиганский работа московский дуэт постановщик художница алёна пикаловый и режиссёр дмитрия белов	active-rnc
328	балет	3	57-61	Касаткина и Василев показали Бахиану в полном виде . Как балет это неинтересно только прелюд который танцуют Майя с Фадеечевым по-прежнему восхитителен . 13 июля	касаткин и василев показать бахиана в полный вид . как балет это неинтересно только прелюд который танцевать майя с фадеечев по-прежнему восхитительный . 13 июль	active-rnc
329	балет	1	215-220	Стелла прославилась не только цыганами но и русской опереттой при участии сына водочного магната Смирнова и его жены опереточной примадонны и красавицы Валентины Пионтковской . Там же дебютировала и труппа русского балета под руководством Бориса Князева . Вслед за Стеллой на самой роскошной улице в европейской части города Пере открывается ресторан Эрмитаж г-на Рыжикова бывшего хозяина	стелла прославиться не только цыган но и русский оперетта при участие сын водочный магнат смирнов и он жена опереточный примадонна и красавица валентина пионтковский . там же дебютировать и труппа русский балет под руководство борис князев . вслед за стелла на самый роскошный улица в европейский часть город перо открываться ресторан эрмитаж господин рыжиковый бывший хозяин	active-rnc
330	балет	3	94-98	Часто ходили в театры в консерваторию в кино на избранные вещи ТВ еще было редкостью . Любили балет театр Сатиры Плучека Современник иногда Вахтангова . Но больше всего Лиля Юрьевна любила дом и принимать людей которые ей интересны	часто ходить в театр в консерватория в кино на избранный вещий тв ещё быть редкость . любить балет театр сатира плучек современник иногда вахтангов . но большой всего лиля юрий любить дом и принимать человек который она интересный	active-rnc
331	балет	1	134-138	Фонари свешивались поперек улиц пылали на перилах балконов среди ковров фестонами тянулись вдаль . Иногда перспектива улиц напоминала балет где огни цветы лошади и живописная теснота людей вышедших из тысячи сказок в масках и без масок смешивали шум карнавала с играющей по всему городу музыкой . Вот каков Гель-Гью	фонарь свешиваться поперёк улица пылать на перила балкон среди ковровый фестон тянуться вдаль . иногда перспектива улица напоминать балет где огонь цвета лошадь и живописный теснота человек выйти из тысяча сказка в маска и без маска смешивать шум карнавал с играть по весь город музыка . вот каков гель-гие	active-rnc
332	балет	3	96-100	Он отвык от театра и был пьян от театра как человек давно не пивший сразу пьянеет от вина . Шел балет Ацис и Галатея . Ацис метался по сцене прыжками из одного угла в другой и прижимал к сердцу руки	он отвыкнуть от театр и быть пьяный от театр как человек давно не пить сразу пьянеть от вино . идти балет ацис и галатея . ацис метаться по сцена прыжок из один угол в другой и прижимать к сердце рука	active-rnc
333	балет	3	20-24	Тело и тело . Новый балет Кинетического театра Саши Пепеляева представлен на Малой сцене театра им Гоголя . Спектакль сделан на основе текстов Виктора Ерофеева про тело и музыкальных экзерсисов саксофониста-авангардиста Сергея Летова исполняемых вживую автором про то же самое	тело и тело . новый балет кинетический театр саша пепеляев представить на малый сцена театр имя гоголь . спектакль сделать на основа текст виктор ерофеев про тело и музыкальный экзерсис саксофонист-авангардист сергей летов исполняемый вживую автор про то же самый	active-rnc
334	балет	1	141-145	Проставил я 11 рублей получил 6 А сколько было страданий . По радио объявили что со второго гита Большого Трехлетнего Приза снимаются Примат Балет и Лабиринт а со второго гита Большого Всесоюзного Обрыв и Лиана . И зачем я выбросил на Лиану два рубля	проставить я 11 рубль получить 6 а сколько быть страдание . по радио объявить что с два гит большой трехлетний приз сниматься примат балет и лабиринт а с два гит большой всесоюзный обрыв и лиана . и зачем я выбросить на лиана два рубль	active-rnc
335	балет	1	195-201	я высшим орденом России За заслуги перед Отечеством . Во втором отделении программы маэстро поздравляли артисты Большого театра Музыкального театра им Станиславского Кремлевского и Классического балетов Вивальди-оркестр и Тамара Синявская Николай Петров и Элина Быстрицкая артисты Театра имени Вахтангова во главе с Михаилом Ульяновым ансамбли народного танца из Венгрии Польши Белоруссии и Грузии Хор имени Пятницкого Березка и Ансамбль имени Александрова . На один вечер в Большом театре возникла иллюзия прежней силы и славы нашего государства и между прочим дружбы народов	я высокий орден россия за заслуга перед отечество . в второе отделение программа маэстро поздравлять артист большой театр музыкальный театр имя станиславский кремлёвский и классический балет вивальди-оркестр и тамара синявский николай петров и элина быстрицкий артист театр имя вахтангов в глава с михаил ульянов ансамбль народный танец из венгрия польша белоруссия и грузия хор имя пятницкий берёзка и ансамбль имя александров . на один вечер в большой театр возникнуть иллюзия прежний сила и слава наш государство и между прочить дружба народ	active-rnc
336	балет	1	81-86	Искуснее сделать то что другие делают искусство не быть самим собой хи-хи-хи . В балете даже и этого нет возразил Бакланов . Балет я еще люблю в нем по крайней мере насчет клубнички кое-что есть продолжал насмехаться Проскриптский	искусный сделать то что другой делать искусство не быть сам себя хи-хи-хи . в балет даже и это нет возразить бакланов . балет я ещё любить в немой по крайний мера насчёт клубничка кое-что есть продолжать насмехаться проскриптский	active-rnc
337	балет	1	44-49	И сказала . Сашенька вы должны работать для балета . Эта фраза сыграла большую роль в моей	и сказать . сашенек вы должный работать для балет . этот фраза сыграть большой роль в мой	active-rnc
338	балет	1	53-59	Первый акт был задуман дерзко неожиданно и начинался балетом . Причем балет был привешен не как-то с боку не был сторонним для оперы балет представлял собою кулачный бой . На сцене выгородили и применимо к случаю украсили новгородскую улицу Рогатицу	один акт быть задумать дерзко неожиданно и начинаться балет . причём балет быть привесить не как-то с бок не быть сторонний для опера балет представлять себя кулачный бой . на сцена выгородить и применимый к случай украсить новгородский улица рогатица	active-rnc
339	балет	1	161-166	Изображение наконец встало на свое место . Сын поглядывал в телевизор а отец рассказывал что он видел накануне поэтому не видел что шло сейчас тот самый конкурс балета до которого отец был охотник . Мать неприязненно косилась на отца	изображение наконец встать на свой место . сын поглядывать в телевизор а отец рассказывать что он видеть накануне поэтому не видеть что идти сейчас тот самый конкурс балет до который отец быть охотник . мать неприязненно коситься на отец	active-rnc
340	балет	3	77-83	é . coute la radio передачу о Большом театре с прекрасными отрывками из опер балетов хоров . 4 VI 41	é . coute la radio передача о большой театр с прекрасный отрывок из опера балет хор . 4 vi 41	active-rnc
341	балет	1	196-202	Как танцовщик и постановщик он объездил добрую половину света был в Лиссабоне и в Токио в Гетеборге и в Дакаре в Абиджане и в Лиме в Каире и в Хельсинки . Но свои пути в искусстве он не ограничил балетом так как принимал деятельное участие во многих начинаниях которые проводились в различных областях русской культуры за рубежом . Основал во Франции Общество охраны русских культурных ценностей много сделавшее в этом направлении	как танцовщик и постановщик он объездить добрый половина свет быть в лиссабон и в токио в гетеборг и в дакар в абиджан и в лима в каир и в хельсинки . но свой путь в искусство он не ограничить балет так как принимать деятельный участие в многий начинание который проводиться в различный область русский культура за рубеж . основать в франция общество охрана русский культурный ценность много сделать в это направление	active-rnc
342	балет	1	77-82	Мы должны учиться у народных танцоров . К сожалению в нашем профессиональном балете мы все еще продолжаем давать то же принаряженное сусальное пейзанство которым любовалась публика дореволюционного времени . Мы подлинную стихию народного танца подменяем оскорбительной фальшью насыщаем досужей фантазией балетмейстеров подлинный фольклор заменяем балетным сахарином	мы должный учиться у народный танцор . к сожаление в наш профессиональный балет мы весь ещё продолжать давать то же принарядить сусальный пейзанство который любоваться публика дореволюционный время . мы подлинный стихия народный танец подменять оскорбительный фальшь насыщать досужий фантазия балетмейстер подлинный фольклор заменять балетный сахарин	active-rnc
343	балет	1	288-293	В 1906 г А М Матвеев с большим успехом дебютировал в Аиде Радамес на сцене Мариинского театра где работал вплоть до 1917 года деля с И В Ершовым весь вагнеровский репертуар Зигфрид Гибель богов Тристан и Изольда и т д . Опера Верди Отелло в ленинградском гос академическом театре оперы и балета им С М Кирова . Постановка заслуженного артиста РСФСР Н К Печковского	в 1906 год а метр матвеев с больший успех дебютировать в аида радамес на сцена мариинский театр где работать вплоть до 1917 год делить с и в ершовый весь вагнеровский репертуар зигфрид гибель бог тристан и изольда и том далее . опера верди отелло в ленинградский гос академический театр опера и балет имя с метр киров . постановка заслужить артист рсфср наш к печковский	active-rnc
344	балет	1	36-41	Он был всеобщим . Он торжествовал в балете и нефтеперегонке при шитье пеленок и возложении венков . Отеческий Одобрям руководящих сливался с задорным Одобрямом руководимых	он быть всеобщий . он торжествовать в балет и нефтеперегонка при шитьё пелёнка и возложение венок . отеческий одобрь руководящий сливаться с задорный одобрям руководимый	active-rnc
345	балет	2	218-223	Идет их монтировка и разрабатывается их освещение . Из других моих театральных работ советский зритель увидит в 1939 г оформление Ревизора в театре им Вахтангова оформление Тартюфа в Художественном театре и оформление балета С С Прокофьева Ромео и Джульетта в Государственном театре оперы и балета им Кирова . Мессерер С М Наш общий праздник	идти они монтировка и разрабатываться они освещение . из другой мой театральный работа советский зритель увидеть в 1939 год оформление ревизор в театр имя вахтангов оформление тартюф в художественный театр и оформление балет с с прокофьев ромео и джульетта в государственный театр опера и балет имя киров . мессерер с метр наш общий праздник	active-rnc
346	балет	1	55-60	Для м . еня это самая ненавистная самая лживая выдумка балета . Балерина вертясь в этом фуэте выражает какой-то экстаз стремительное движение должно выразить веселье подъем а что же выражает в это время поза балерины	для метр . еня это самый ненавистный самый лживый выдумка балет . балерина вертеться в это фуэте выражать какой-то экстаз стремительный движение должный выразить веселие подъесть а что же выражать в это время поза балерина	active-rnc
347	балет	4	20-25	Артисты тбилисского балета в Москве . С большим успехом проходят в Москве гастрольные выступления группы солистов балета Тбилисского государственного театра оперы и балета имени 3 Палиашвили Концерты грузинских артистов во главе с выдающимся мастером советской хореографии Вахтангом Чабукиани свидетельствует о росте и значительных достижениях тбилисского балета . В Концертном зале им Чайковского гости показали фрагменты из балетов Сиватле Г Киладзе Лауренсия А Крейна Жизель Адама Эсмеральда Пуни танцевальные этюды на музыку Чайковского	артист тбилисский балет в москва . с больший успех проходить в москва гастрольный выступление группа солист балет тбилисский государственный театр опера и балет имя 3 палиашвили концерт грузинский артист в глава с выдающийся мастер советский хореография вахтанг чабукиани свидетельствовать о рост и значительный достижение тбилисский балет . в концертный зал имя чайковский гость показать фрагмент из балет сиватля год киладзе лауренсия а крейн жизель адам эсмеральда пуня танцевальный этюд на музыка чайковский	active-rnc
348	балет	1	27-33	Шло время . Аня занималась балетом во Дворце пионеров Маша ходила в художественную школу . Их будущее как будто определялось	идти время . аня заниматься балет в дворец пионер маша ходить в художественный школа . они будущее как будто определяться	active-rnc
349	балет	2	53-57	В концертном зале Россия показали шоу про Спартака . Балет Арама Хачатуряна Спартак ставили часто в разных театрах Советского Союза к партитуре обращались более 80 раз . Говорят что композитор одобрял только три версии все они шли в Большом	в концертный зал россия показать шоу про спартак . балет арам хачатурян спартак ставить часто в разный театр советский союз к партитура обращаться более 80 раз . говорят что композитор одобрять только три версия весь они идти в большой	active-rnc
350	балет	2	67-71	Он тут же в том же Палэ . Над входом две громадные вывески-плакаты Балет Моисеева и Выставка русских художников . Советскому посольству кстати это не понравилось	он тут же в тот же палэ . над вход два громадный вывеска-плакат балет моисеев и выставка русский художник . советский посольство кстати это не понравиться	active-rnc
351	балет	1	103-108	Бессмертнова подходила к делу как киноактриса располагающая определенным опытом . Опытом который людям балета непременно приходится приобрести при съемках . Исполняющему роль Грозного Юрию Владимирову и Борису Акимову танцующему Курбского еще не снимавшимся в кино было о чем подумать	бессмертновый подходить к дело как киноактриса располагать определённый опыт . опыт который человек балет непременно приходиться приобрести при съёмка . исполнять роль грозный юрий владимиров и борис акимов танцующий курбский ещё не сниматься в кино быть о чем подумать	active-rnc
352	балет	3	76-81	Столичные веселости были в полном разгаре . Публика сходила с ума от нового балета Шалости Эола . Всех пленяли в этой истинно волшебной пьесе танцовщики Пик Фабиани Лесогоров особенно ж первые тогдашние балетчицы Сантини Канциани Настюша Берилева и Неточка Поморева	столичный весёлость быть в полный разгар . публика сходить с ум от новое балет шалость эол . весь пленять в этот истинно волшебный пьеса танцовщик пик фабиани лесогор особенно ж один тогдашний балётчица сантиня канциани настюша берилевый и неточка поморёв	active-rnc
353	балет	3	327-332	В два часа садился в собственную эгоистку и ехал за . втракать к Дюсо там встречался со стаею таких же шалопаев и условливался насчет остального дня в четыре часа выходил на Невский улыбался проезжавшим мимо кокоткам и жал руки знакомым в шесть часов обедал у того же неизменного Дюсо а в праздники у ma tante вечер проводил в балете а оттуда купно с прочими шалопаями закатывался на долгое ночное бдение туда же к Дюсо . Говорил мало мыслил еще меньше ибо был человек телодвижений по преимуществу	в два час садиться в собственный эгоистка и ехать за . втракать к дюсый там встречаться с стая такой же шалопай и условливаться насчёт остальной день в четыре час выходить на невский улыбаться проезжать мимо кокотка и жало рука знакомый в шесть часы обедать у тот же неизменный дюсый а в праздник у ma tante вечер проводить в балет а оттуда купно с прочий шалопай закатываться на долгий ночное бдение туда же к дюсый . говорить мало мыслить ещё маленький ибо быть человек телодвижение по преимущество	active-rnc
354	балет	4	189-193	В целом же происходящее напоминало не скучные и монотонные съезды КПСС а скорее конгресс республиканской партии в одном из американских штатов . Только девушек из команды поддержки заменил балет Тодес . Один из сторонников Единой России из ростовского города Шахты в прошлом спортсмен-тяжеловес Виталий Трегубов даже сравнил форум со спортивным состязанием	в целое же происходить напоминать не скучный и монотонный съезд кпсс а скорее конгресс республиканский партия в один из американский штат . только девушка из команда поддержка заменить балет тодес . один из сторонник единый россия из ростовский город шахта в прошлое спортсмен-тяжеловес виталий трегубова даже сравнить форум с спортивный состязание	active-rnc
355	балет	3	55-60	. Сегодня в филиале Большого театра состоится премьера балета Делиба Коппелия в постановке А Горского возобновленной в новой редакции Е Долинской и А Радунским . Дирижер Ю Файер	. сегодня в филиал большой театр состояться премьера балет делиб коппелия в постановка а горский возобновить в новый редакция е долинский и а радунский . дирижёр ю файер	active-rnc
356	балет	1	47-52	Она не только способствовала успеху . русского балета но и заботилась об участниках гастролей . Карсавину она обожала	она не только способствовать успех . русский балет но и заботиться о участник гастроль . карсавин она обожать	active-rnc
357	балет	4	272-277	еленый горошек не в ресторане же мы чтобы в розетках-то . Почему это мероприятие под присмотром угрюмой кагэбэшницы с крахмальной наколкой на завитых перманентом волосиках кинооператор называл на ипподроме дружеским обедом было непонятно так же как гастроли виннипегского балета названные русской мыслью . И как циничный отчасти смешной отчасти уголовный ну не уголовный блатняцкий разговор названный мною мною никто не виноват я так себе его назвал когда позвонила из гостиницы А Б я и надо думать она сама встречей поэтов встречей поэтов	еленый горошек не в ресторан же мы чтобы в розетка-то . почему это мероприятие под присмотр угрюмый кагэбэшница с крахмальный наколка на завитой перманент волосик кинооператор называть на ипподром дружеский обед быть непонятно так же как гастроль виннипегский балет назвать русский мысль . и как циничный отчасти смешной отчасти уголовный ну не уголовный блатняцкий разговор назвать я я никто не виноватый я так себя он назвать когда позвонить из гостиница а б я и надо думать она сам встреча поэт встреча поэт	active-rnc
358	балет	1	137-141	Шестого сентября вечером он разрисует здание университета на Воробьевых горах . Пока про Москву Жарр знает всего три вещи иконы матрешки балет . Их и собирается демонстрировать нам с помощью умного луча	шесть сентябрь вечером он разрисовать здание университет на воробьев гора . пока про москва жарра знать всего три вещий икона матрёшка балет . они и собираться демонстрировать мы с помощь умный луч	active-rnc
359	балет	1	92-97	По распоряжению Управления по делам искусств при Моссовете Московский государственный театр балета ликвидированный как самостоятельное предприятие влился в музыкальный театр им Немировича-Данченко . Первое выступление артистов балета в музыкальном театре состоится сегодня 28 января в опере Кармен . Среди танцующих солисты балета Тольский Бурмейстер Сорокин	по распоряжение управление по дело искусство при моссовет московский государственный театр балет ликвидировать как самостоятельный предприятие влиться в музыкальный театр имя немир-данченко . первое выступление артист балет в музыкальный театр состояться сегодня 28 январь в опера кармена . среди танцующий солист балет тольский бурмейстер сорокин	active-rnc
360	балет	1	66-72	А музыкальная труппа должна еще и регулярно заниматьс . я вокалом балетом пластикой . Конечно ничего этого у нас нет не было и не могло быть	а музыкальный труппа должный ещё и регулярно заниматьс . я вокал балет пластика . конечно ничто это у мы нет не быть и не мочь быть	active-rnc
361	балет	3	141-146	Светланка говорила что красивая и с длинными ресницами в блестящей короткой юбке и с короной на голове . Светланка один раз была в театре на балете и поэтому говорила со знанием дела . Танюша слушала ее и боялась даже дышать от восторга	светланка говорить что красивый и с длинный ресница в блестящий короткий юбка и с корона на голов . светланка один раз быть в театр на балет и поэтому говорить с знание дело . танюша слушать она и бояться даже дышать от восторг	active-rnc
362	балет	1	76-81	. В недавнем прошлом рабочий рижского завода ВЭФ ныне солист Театра оперы и балета Латвийской ССР П Гравелис рассказал на митинге о своем посещении родного завода . Как здесь все изменилось	. в недавний прошлое рабочий рижский завод вэф ныне солист театр опера и балет латвийский сср плата гравелиса рассказать на митинг о свой посещение родной завод . как здесь весь измениться	active-rnc
363	балет	1	130-135	Концерт посвященный 165 летию со дня рождения М П Мусоргского . 9 апреля в Киргизском государственно-академическом театре оперы и балета имени А Малдыбаева состоялся концерт мастеров искусств посвященный 165 летию со дня рождения М Мусоргского . Зрителям представителям русскоязычной общественности Бишкека была предложена концертная программа составленная из произведений М Мусоргского и других композиторов вошедших в золотой фонд русской музыкальной классики П Чайковского Н Римского-Корсакова С Рахманинова А Алябьева Д Шостаковича	концерт посвятить 165 летие с день рождение метр плата мусоргский . 9 апрель в киргизский государственно-академический театр опера и балет имя а малдыбаев состояться концерт мастер искусство посвятить 165 летие с день рождение метр мусоргский . зритель представитель русскоязычный общественность бишкек быть предложить концертный программа составить из произведение метр мусоргский и другой композитор войти в золотой фонд русский музыкальный классика плата чайковский наш римский-корсаков с рахманинов а алябьева далее шостакович	active-rnc
364	балет	3	154-158	Но вот спустя еще 9 лет появился на экране фильм Чарли Чаплина Новые времена начатый в 1932 году и оконченный в 1936 году . Не знаю видел ли Чарли Чаплин балет Прокофьева Якулова . Не знаю также писалось ли что-нибудь по этому поводу в прессе но динамическая декоративная конструкция фильма Чаплина казалась мне столь же близкой к декорациям Якулова как Лафонтен к Эзопу	но вот спустя ещё 9 год появиться на экран фильм чарли чаплин новое время начать в 1932 год и окончить в 1936 год . не знать видеть ли чарли чаплин балет прокофьев якулов . не знать также писаться ли что-нибудь по это повод в пресса но динамический декоративный конструкция фильм чаплин казаться я столь же близкий к декорация якулов как лафонтен к эзоп	active-rnc
365	балет	1	311-316	Странно но главный дирижер театра всегда отрицавший потребу дня и ратовавший за торжество классики и высокого искусства дает добро на откровенный кич . Едва ли не с содроганием театральный обыватель даже Сергеич у которого крепкое словцо не заржавеет может представить что в святых стенах нашего театра оперы и балета со сцены могут исполнять столь малопристойные изыски либретто . В России идут реформы успех у них бесспорный	странно но главный дирижёр театр всегда отрицать потреба день и ратовать за торжество классика и высокий искусство давать добро на откровенный кич . едва ли не с содрогание театральный обыватель даже сергей у который крепкий словцо не заржаветь мочь представить что в святой стен наш театр опера и балет с сцена мочь исполнять столь малопристойный изыск либретто . в россия идти реформа успех у они бесспорный	active-rnc
366	балет	1	234-238	Она восторженно аплодировала юношам-подросткам с женским бюстом и женским голосом тенорам первым любовникам очень сытно откормленным и становящимся на цыпочки хористам вымуштрованным как в казарме . Но с тех пор драматический театр и балет благодаря возросшему культурному уровню хореавторов балетмейстеров значительно эволюционировали . Что же касается оперы отклонившей сотрудничество постановщика она осталась на мертвой точке	она восторженно аплодировать юноша-подросток с женский бюст и женский голос тенор один любовник очень сытно откормить и становиться на цыпочка хорист вымуштровать как в казарма . но с тот пора драматический театр и балет благодаря возрасти культурный уровень хореавтор балетмейстер значительно эволюционировать . что же касаться опера отклонить сотрудничество постановщик она остаться на мёртвый точка	active-rnc
367	балет	1	14-18	неизвестный . Балет в кинематографе . По приглашению одной из московских кинематографических фирм некоторые артисты Императорского московского балета выезжают на днях в Киев где под открытым небом будет инсценирован новый специально написанный для кинематографа балет Священная роща	неизвестный . балет в кинематограф . по приглашение один из московский кинематографический фирма некоторый артист императорский московский балет выезжать на день в киев где под открытый небо быть инсценировать новый специально написать для кинематограф балет священный роща	active-rnc
368	балет	3	71-75	Огромным успехом пользуется в Монте-Карло Жизель . После того как этот балет шел уже несколько раз его предполагают дать еще 8 раз . На втором представлении Жизели присутствовали король шведский и князь Монакский	огромный успех пользоваться в монте-карло жизель . после тот как этот балет идти уже несколько раз он предполагать дать ещё 8 раз . на второе представление жизель присутствовать король шведский и князь монакский	active-rnc
