context_id	word	gold_sense_id	positions	context	lem_context	source
109	замок	2	10-15, 212-217	изготовил замок ,  м х ,  м весом  кг , но это была кодовая система с пятью нажимными кнопками . соревнование в споре ключевых замков продолжил снова пакистанец джавед икбал хаджи кхохар , который в  г . показал замок высотой ,  м , шириной ,  м и толщиной ,  см . вес этого гиганта составил  кг , да плюс три ключа весом  кг . впрочем , в середине была и цифровая электронная	изготовить замок , метр х , метр вес килограмм , но это быть кодовый система с пять нажимный кнопка . соревнование в спор ключевой замковый продолжить снова пакистанец джавед икбал хадж кхохара , который в год . показать замок высота , метр , ширина , метр и толщина , сантиметр . вес это гигант составить килограмм , да плюс три ключ вес килограмм . впрочем , в середина быть и цифровой электронный	wiki-wiki
110	замок	2	87-92, 168-173, 276-281	( изготовлен из латуни и алюминия ) и его раскачивает ветром , так как поперек корпуса замок прихвачен к воротам железной полосой . среди рекордсменов назовем навесной замок пакистанского мастера мухаммада рафика , который в  г . после трех лет работы вручную зарегистрировал замок высотой ( с дужкой ) ,  см , шириной ,  см , толщиной ,  см и весом ,  кг . лишь в  г . пальму первенства перехватил бельгиец анджело лупо с замком	( изготовить из латунь и алюминий ) и он раскачивать ветер , так как поперёк корпус замок прихватить к ворот железный полоса . среди рекордсмен назвать навесный замок пакистанский мастер мухаммад рафик , который в год . после три год работа вручную зарегистрировать замок высота ( с дужка ) , сантиметр , ширина , сантиметр , толщина , сантиметр и вес , килограмм . лишь в год . пальма первенство перехватить бельгиец анджело лупо с замок	wiki-wiki
111	замок	2	13-18, 32-37, 312-317	молекулярный замок молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть	молекулярный замок молекулярный замок — блокировать система , предназначить для выработка сигнал на открытие электронный замок , то есть датчик , реагировать не на набор электрический сигнал от клавиатура или считывать устройство , а датчик реагировать на набор химический вещество , в также электронный замок стеганографический тип , то есть	wiki-wiki
112	замок	2	80-85, 201-206, 325-330	 г . сын первого рекордсмена вернул рекорд в пакистан . зафар икбал шейх создал замок ,  см х ,  см х ,  см весом ,  кг . уже на следующий год также пакистанец джавед икбал хаджи хохар зарегистрировал замок высотой ,  м х ,  м х  см . вес гиганта достиг  кг , а вес ключа —  кг . в  г . немецкий мастер дитер сенфт изготовил замок ,	год . сын первое рекордсмен вернуть рекорд в пакистан . зафар икбал шейх создать замок , сантиметр х , сантиметр х , сантиметр вес , килограмм . уже на следующий год также пакистанец джавед икбал хадж хохара зарегистрировать замок высота , метр х , метр х сантиметр . вес гигант достигнуть килограмм , а вес ключ — килограмм . в год . немецкий мастер дитер сенфт изготовить замок ,	wiki-wiki
113	замок	2	73-78, 235-240, 316-321, 424-429	( длиной более , дюймов ) находятся в храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его раскачивает ветром , так как поперек корпуса замок прихвачен к воротам железной полосой . среди рекордсменов назовем навесной замок пакистанского мастера мухаммада рафика , который в  г . после трех лет работы вручную зарегистрировал замок высотой ( с дужкой ) ,  см , шириной ,	( длина более , дюйм ) находиться в храм . это самый большой навесный замок , который фактически использоваться . похоже , что вес замок небольшой ( изготовить из латунь и алюминий ) и он раскачивать ветер , так как поперёк корпус замок прихватить к ворот железный полоса . среди рекордсмен назвать навесный замок пакистанский мастер мухаммад рафик , который в год . после три год работа вручную зарегистрировать замок высота ( с дужка ) , сантиметр , ширина ,	wiki-wiki
114	замок	2	325-330	такие системы за характерную форму пластины - базы получили название секирные . в период позднего средневековья произошло разделение кузнечного ремесла на собственно кузнецов ( обработка металла с обязательным нагреванием ) и специалистов по холодной обработке металла — слесарей ( происходит от немецкого schlosser schloß — замок , schlüssel — ключ ) . название профессии и слесарная , а затем замочная терминология попали ко многим народам центральной и восточной европы . например , засов стали именовать ригель . период технической революции конца xviii—xix вв . дал мощный толчок и замочному делу	такой система за характерный форма пластина - база получить название секирный . в период поздний средневековье произойти разделение кузнечный ремесло на собственно кузнецов ( обработка металл с обязательный нагревание ) и специалист по холодный обработка металл — слесарь ( происходить от немецкий schlosser schloß — замок , schlüssel — ключ ) . название профессия и слесарный , а затем замочный терминология попасть к многий народ центральный и восточный европа . например , засов стать именовать ригель . период технический революция конец xviii — xix век . дать мощный толчок и замочный дело	wiki-wiki
115	замок	2	13-18, 32-37, 312-317, 365-370	молекулярный замок молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть электронный замок , о существовании которого знает только человек , имеющий доступ к информации о нем и молекулярный ключ . история создания молекулярных замков . первая подобная блокирующая система была представлена в году профессором абрахамом шанцером	молекулярный замок молекулярный замок — блокировать система , предназначить для выработка сигнал на открытие электронный замок , то есть датчик , реагировать не на набор электрический сигнал от клавиатура или считывать устройство , а датчик реагировать на набор химический вещество , в также электронный замок стеганографический тип , то есть электронный замок , о существование который знать только человек , иметь доступ к информация о немой и молекулярный ключ . история создание молекулярный замковый . один подобный блокировать система быть представить в год профессор абрахам шанцер	wiki-wiki
116	замок	2	73-78, 101-106	высота м  см , ширина м  см , толщина  см . вес замка с ключом ,  кг , ( замок ,  кг , ключ , кг ) . замок был зарегистрирован в книге рекордов россии и книге рекордов гиннеса . говорят , что если повернуть ключ , то играет мелодия на семи холмах  — гимн павлово , но эту деталь , как и декоративные гербы , заказали на стороне .	высота метр сантиметр , ширина метр сантиметр , толщина сантиметр . вес замок с ключ , килограмм , ( замок , килограмм , ключ , килограмм ) . замок быть зарегистрировать в книга рекорд россия и книга рекорд гиннес . говорят , что если повернуть ключ , то играть мелодия на семь холм — гимн павлово , но этот деталь , как и декоративный герб , заказать на сторона .	wiki-wiki
117	замок	2	275-280	. изобретатель поставил в тыльный конец ригеля круглую пластину , которая препятствовала передвижению засова ключом , пока пластина ( вращаемая часовым механизмом ) не становилась на ось ригеля пазом . в  г . в сша джеймс саргент запатентовал первый перестраиваемый ключевой замок . среди прочих знаменитых замков отметим protector , патент на который в ( ? ) г . получил теодор кромер ( theodor kromer ) из фрайбурга ( германия ) .	. изобретатель поставить в тыльный конец ригель круглый пластина , который препятствовать передвижение засов ключ , пока пластина ( вращать часовой механизм ) не становиться на ося ригель паз . в год . в сша джеймс саргент запатентовать один перестраивать ключевой замок . среди прочий знаменитый замковый отметить protector , патент на который в ( ? ) год . получить теодор кромер ( theodor kromer ) из фрайбург ( германия ) .	wiki-wiki
118	замок	2	273-278, 474-479	когда американский изобретатель линус йейл - старший ( linus yale sr . ) запатентовал конструкцию , в которой использовал принцип древнеегипетского замка . позже его сын линус йейл - младший ( linus yale jr . ) творчески переработал наработки отца и запатентовал штифтовой замок с маленьким плоским ключом , ставший наиболее распространенным замком хх века . отдельным видом замков стали сейфовые системы . в  г . вильям русерфорд ( william rutherford ) запатентовал первый замок с часовым механизмом . изобретатель поставил в тыльный	когда американский изобретатель линус йейл - старший ( linus yale sr . ) запатентовать конструкция , в который использовать принцип древнеегипетский замок . поздний он сын линус йейл - младший ( linus yale jr . ) творчески переработать наработка отец и запатентовать штифтовой замок с маленькая плоский ключ , стать наиболее распространить замок хх век . отдельный вид замковый стать сейфовый система . в год . вильям русерфорд ( william rutherford ) запатентовать один замок с часовой механизм . изобретатель поставить в тыльный	wiki-wiki
119	замок	2	208-213, 310-315	) , который запирает ворота храма джаганнатха . по верованиям индусов божество когда - то заглянет в храм , и для этого одна из стен выполнена в виде огромных ворот . а до той поры , с  г . , ворота запирает замок , три ключа к которому ( длиной более , дюймов ) находятся в храме . это самый большой навесной замок , который фактически используется . похоже , что вес замка небольшой ( изготовлен из латуни и алюминия ) и его	) , который запирать ворот храм джаганнатх . по верование индус божество когда - то заглянуть в храм , и для это один из стена выполнить в вид огромный ворота . а до тот пора , с год . , ворот запирать замок , три ключ к который ( длина более , дюйм ) находиться в храм . это самый большой навесный замок , который фактически использоваться . похоже , что вес замок небольшой ( изготовить из латунь и алюминий ) и он	wiki-wiki
120	замок	2	13-18, 293-298, 346-351	молекулярный замок — блокирующая система , предназначенная для выработки сигнала на открытие электронного замка , то есть датчик , реагирующий не на набор электрических сигналов от клавиатуры или считывающего устройства , а датчик реагирующий на набор химических веществ , в также электронный замок стеганографического типа , то есть электронный замок , о существовании которого знает только человек , имеющий доступ к информации о нем и молекулярный ключ . история создания молекулярных замков . первая подобная блокирующая система была представлена в году профессором абрахамом шанцером ( abraham shanzer ) и руководимой	молекулярный замок — блокировать система , предназначить для выработка сигнал на открытие электронный замок , то есть датчик , реагировать не на набор электрический сигнал от клавиатура или считывать устройство , а датчик реагировать на набор химический вещество , в также электронный замок стеганографический тип , то есть электронный замок , о существование который знать только человек , иметь доступ к информация о немой и молекулярный ключ . история создание молекулярный замковый . один подобный блокировать система быть представить в год профессор абрахам шанцер ( abraham shanzer ) и руководимый	wiki-wiki
121	замок	2	253-258, 427-432	дужку изготавливают -  см длины . зародившаяся в италии мода замыкать на мостах и т .  п . людных местах замки на неразрывность отношений покорила весь мир . но везде гирлянды замков безжалостно срезают коммунальные службы . например , полутораметровый замок с инициалами в декабре  г . украсил перила пешеходного моста в вологде , рф . на следующий день его срезали , и более  кг металла , пошло в утиль . близкий по размерам замок замкнули еще	дужка изготавливать - сантиметр длина . зародиться в италия мода замыкать на мост и том . плата . людный место замок на неразрывность отношение покорить весь мир . но везде гирлянда замковый безжалостно срезать коммунальный служба . например , полутораметровый замок с инициал в декабрь год . украсить перила пешеходный мост в вологда , рф . на следующий день он срезать , и более килограмм металл , пошло в утиль . близкий по размер замок замкнуть ещё	wiki-wiki
122	замок	2	26-31, 211-216, 372-377	сын изготовили гигантский замок - метровой высоты ( с дужкой ) , . метра шириной и сантиметров толщиной . изготовители — семья наследственных слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый , с которым мастер участвовал в национальном смотре достижений ( national festival for heritage and culture ) . в году он выставил самый тяжелый замок в саудовской аравии весом  кг и ключами по  кг .	сын изготовить гигантский замок - метровый высота ( с дужка ) , . метр ширина и сантиметр толщина . изготовитель — семья наследственный слесарить - замочник — уже более год заниматься это ремесло . этот замок не один , с который мастер участвовать в национальный смотр достижение ( national festival for heritage and culture ) . в год он выставить самый тяжёлый замок в саудовский аравия вес килограмм и ключ по килограмм .	wiki-wiki
123	замок	2	238-243, 423-428	три ключа весом  кг . впрочем , в середине была и цифровая электронная система . рекорд по максимальной величине с начала  г . принадлежит изделию мастера из саудовской аравии . мастер анас мохаммад раджаб и его сын изготовили гигантский замок - метровой высоты ( с дужкой ) , . метра шириной и сантиметров толщиной . изготовители — семья наследственных слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый	три ключ вес килограмм . впрочем , в середина быть и цифровой электронный система . рекорд по максимальный величина с начало год . принадлежать изделие мастер из саудовский аравия . мастер анас мохаммад раджаб и он сын изготовить гигантский замок - метровый высота ( с дужка ) , . метр ширина и сантиметр толщина . изготовитель — семья наследственный слесарить - замочник — уже более год заниматься это ремесло . этот замок не один	wiki-wiki
124	замок	2	0-5	замок ( устройство ) замо́к — механическое , электронное или комбинированное устройство фиксации . применяется для запирания дверей , крышек , емкостей и пр . , а также для обеспечения блокировки предметов с целью предотвращения их похищения . в зависимости от принципа действия привода различают	замок ( устройство ) замо ́ к — механический , электронный или комбинированный устройство фиксация . применяться для запирание дверь , крышка , ёмкость и пр . , а также для обеспечение блокировка предмет с цель предотвращение они похищение . в зависимость от принцип действие привод различать	wiki-wiki
125	замок	2	69-74, 230-235, 337-342	слесарь - замочников — уже более лет занимается этим ремеслом . этот замок не первый , с которым мастер участвовал в национальном смотре достижений ( national festival for heritage and culture ) . в году он выставил самый тяжелый замок в саудовской аравии весом  кг и ключами по  кг . из российских замков - рекордсменов назовем крупный замок , который заказал и хранит в своем ресторане династия бизнесмен из российского города павлово ( на оке ) . размеры замка	слесарить - замочник — уже более год заниматься это ремесло . этот замок не один , с который мастер участвовать в национальный смотр достижение ( national festival for heritage and culture ) . в год он выставить самый тяжёлый замок в саудовский аравия вес килограмм и ключ по килограмм . из российский замковый - рекордсмен назвать крупный замок , который заказать и хранить в свой ресторан династия бизнесмен из российский город павлово ( на ока ) . размер замок	wiki-wiki
126	замок	2	257-262	на семи холмах  — гимн павлово , но эту деталь , как и декоративные гербы , заказали на стороне . основную работу выполнили мастера и учащиеся местного пту . также в городском музее г . павлово среди других работ мастера павла куликова хранится миниатюрный замок длиной около х мм , диаметром  мм , весом , грамма с ключиком весом , г . на замочке надпись павлово и фамилия мастера . тип замка — винтовой , дужка продета в ушко иглы . официальным	на семь холм — гимн павлово , но этот деталь , как и декоративный герб , заказать на сторона . основный работа выполнить мастер и учащийся местный пту . также в городской музей год . павлово среди другой работа мастер павел куликов храниться миниатюрный замок длина около х мм , диаметр мм , вес , грамм с ключик вес , год . на замочка надпись павлово и фамилия мастер . тип замок — винтовой , дужка продеть в ушко игла . официальный	wiki-wiki
127	замок	2	178-183, 299-304	 г . пальму первенства перехватил бельгиец анджело лупо с замком ,  м в высоту и весом  кг . но в  г . сын первого рекордсмена вернул рекорд в пакистан . зафар икбал шейх создал замок ,  см х ,  см х ,  см весом ,  кг . уже на следующий год также пакистанец джавед икбал хаджи хохар зарегистрировал замок высотой ,  м х ,  м х  см .	год . пальма первенство перехватить бельгиец анджело лупо с замок , метр в высота и вес килограмм . но в год . сын первое рекордсмен вернуть рекорд в пакистан . зафар икбал шейх создать замок , сантиметр х , сантиметр х , сантиметр вес , килограмм . уже на следующий год также пакистанец джавед икбал хадж хохара зарегистрировать замок высота , метр х , метр х сантиметр .	wiki-wiki
128	замок	2	265-270	- либо , не повредив , просто невозможно , так что продемонстрировать работу нельзя . в пересчете из золота , равного весу замку куликова или сабраманьямы , украинский мастер мог бы изготовить несколько десятков тысяч замков . сядристый так же изготовил бо ' льший замок , который , как на полке , стоит на хоботке комара . его фото можно увидать в книге тайны микротехники . ) , а также в фотокаталоге , который в  г . вышел на украинском , английском и немецком	- либо , не повредить , просто невозможно , так что продемонстрировать работа нельзя . в пересчёт из золото , равный вес замок куликов или сабраманьям , украинский мастер мочь бы изготовить несколько десяток тысяча замковый . сядристый так же изготовить бо ' льший замок , который , как на полка , стоить на хоботок комар . он фото можно увидать в книга тайна микротехника . ) , а также в фотокаталог , который в год . выйти на украинск , английский и немецкий	wiki-wiki
129	замок	2	268-273	в вертикальных пазах свободно перемещались штифты . к сожалению , дворец был давно разрушен , и установить , куда вели двери , на которых висел этот единственный в комплексе из более чем отдельных помещений и открытых дворов , соединенных многочисленными коридорами , замок , невозможно . но это не были ни спальня царя , ни сокровищница , ни хранилище железных заготовок ( огромная ценность в то время ) , ни женская половина . отметим , что находка замка не вызвала интереса в европе . и дело не	в вертикальный паз свободно перемещаться штифт . к сожаление , дворец быть давно разрушить , и установить , куда вели дверь , на который висеть этот единственный в комплекс из более чем отдельный помещение и открытый двор , соединить многочисленный коридор , замок , невозможно . но это не быть ни спальня царь , ни сокровищница , ни хранилище железный заготовка ( огромный ценность в то время ) , ни женский половина . отметить , что находка замок не вызвать интерес в европа . и дело не	wiki-wiki
130	замок	2	6-11, 292-297	такой замок называли финским . с развитием строительства крупных зданий ( офисов и гостиниц ) возникла необходимость разработки быстро перестраиваемых замочных систем . распространение получили электронно - механические системы . в середине - х тор сернес предложил легко перепрограммируемый замок , названный ving card . в  г . в киеве группой разработчиков во главе с в .  ф .  бардаченко был получен патент на перенастраиваемый ключ . в этом устройстве на центральном стержне надеты несколько пластин , на концах	такой замок называть финский . с развитие строительство крупный здание ( офис и гостиница ) возникнуть необходимость разработка быстро перестраивать замочный система . распространение получить электронный - механический система . в середина - х тор сернести предложить легко перепрограммировать замок , назвать ving card . в год . в киев группа разработчик в глава с в . ф . бардаченко быть получить патент на перенастраивать ключ . в это устройство на центральный стержень надеть несколько пластина , на конец	wiki-wiki
131	замок	2	140-145, 218-223	технической революции конца xviii—xix вв . дал мощный толчок и замочному делу . в  г . англичанин роберт баррон ( r . barron ) запатентовал замок качающимися рычага двойного направления . прототипом его был томпольный замок . в  г . англичанин джозеф брейма ( joseph bramax ) запатентовал принципиально новую конструкцию замка , получившего название помповый . ключ в таком замке не имел бородки в привычном понимании — это был цилиндр , на конце которого	технический революция конец xviii — xix век . дать мощный толчок и замочный дело . в год . англичанин роберт баррон ( r . barron ) запатентовать замок качаться рычаг двойной направление . прототип он быть томпольный замок . в год . англичанин джозеф брейм ( joseph bramax ) запатентовать принципиально новый конструкция замок , получить название помповый . ключ в такой замок не иметь бородка в привычный понимание — это быть цилиндр , на конец который	wiki-wiki
132	замок	2	30-35, 204-209, 323-328	. например , полутораметровый замок с инициалами в декабре  г . украсил перила пешеходного моста в вологде , рф . на следующий день его срезали , и более  кг металла , пошло в утиль . близкий по размерам замок замкнули еще в  г . на дереве счастья в калуге , но его дальнейшая судьба мне неизвестна . другое дело , крупный замок в индийском храмовом комплексе в пури ( восточный штат орисса ) , который запирает	. например , полутораметровый замок с инициал в декабрь год . украсить перила пешеходный мост в вологда , рф . на следующий день он срезать , и более килограмм металл , пошло в утиль . близкий по размер замок замкнуть ещё в год . на дерево счастие в калуга , но он дальнейший судьба я неизвестный . другой дело , крупный замок в индийский храмовый комплекс в пури ( восточный штат орисса ) , который запирать	wiki-wiki
133	замок	2	12-17	электронный замок	электронный замок	wiki-wiki
134	замок	2	292-297	с корпусом из дуба , вяза и других твердых пород дерева , усиленных просечными металлическими накладками и крепящимися к дверному полотну с помощью фигурных скоб . существовало два основных типа замка . первый известен как старонемецкий , в нем засов заканчивался скошенной площадкой . такой замок защелкивался при захлопывании двери , но требовал металлическую приемную планку на откосе . для отпирания ключ вставляли в замочную скважину замка и разворачивали на — ° . при этом бородка ключа смещала засов внутрь корпуса . во время движения засов задней	с корпус из дуб , вяз и другой твёрдый порода дерево , усиленный просечный металлический накладка и крепиться к дверной полотно с помощь фигурный скоба . существовать два основный тип замок . один известный как старонемецкий , в немой засов заканчиваться скосить площадка . такой замок защёлкиваться при захлопывание дверь , но требовать металлический приёмный планка на откос . для отпирание ключ вставлять в замочный скважина замок и разворачивать на — ° . при это бородка ключ смещать засов внутрь корпус . в время движение засов задний	wiki-wiki
135	замок	2	223-228	ключ в таком замке не имел бородки в привычном понимании — это был цилиндр , на конце которого прорезаны продольные пазы разной длины . в  г . англичане братья джереми и чарльз чебб ( chubb ) получили патент на детекторный замок , который принято считать базовым для современных сувальдных систем . прологом настоящей революции стал  г . , когда американский изобретатель линус йейл - старший ( linus yale sr . ) запатентовал конструкцию , в которой использовал принцип древнеегипетского	ключ в такой замок не иметь бородка в привычный понимание — это быть цилиндр , на конец который прорезать продольный паз разный длина . в год . англичанин брат джереми и чарльз чебба ( chubb ) получить патент на детекторный замок , который принять считать базовый для современный сувальдный система . пролог настоящий революция стать год . , когда американский изобретатель линус йейл - старший ( linus yale sr . ) запатентовать конструкция , в который использовать принцип древнеегипетский	wiki-wiki
136	замок	2	140-145, 168-173	бизнесмен из российского города павлово ( на оке ) . размеры замка высота м  см , ширина м  см , толщина  см . вес замка с ключом ,  кг , ( замок ,  кг , ключ , кг ) . замок был зарегистрирован в книге рекордов россии и книге рекордов гиннеса . говорят , что если повернуть ключ , то играет мелодия на семи холмах  — гимн	бизнесмен из российский город павлово ( на ока ) . размер замок высота метр сантиметр , ширина метр сантиметр , толщина сантиметр . вес замок с ключ , килограмм , ( замок , килограмм , ключ , килограмм ) . замок быть зарегистрировать в книга рекорд россия и книга рекорд гиннес . говорят , что если повернуть ключ , то играть мелодия на семь холм — гимн	wiki-wiki
137	замок	2	64-69, 265-270	) творчески переработал наработки отца и запатентовал штифтовой замок с маленьким плоским ключом , ставший наиболее распространенным замком хх века . отдельным видом замков стали сейфовые системы . в  г . вильям русерфорд ( william rutherford ) запатентовал первый замок с часовым механизмом . изобретатель поставил в тыльный конец ригеля круглую пластину , которая препятствовала передвижению засова ключом , пока пластина ( вращаемая часовым механизмом ) не становилась на ось ригеля пазом . в  г . в сша джеймс саргент	) творчески переработать наработка отец и запатентовать штифтовой замок с маленькая плоский ключ , стать наиболее распространить замок хх век . отдельный вид замковый стать сейфовый система . в год . вильям русерфорд ( william rutherford ) запатентовать один замок с часовой механизм . изобретатель поставить в тыльный конец ригель круглый пластина , который препятствовать передвижение засов ключ , пока пластина ( вращать часовой механизм ) не становиться на ося ригель паз . в год . в сша джеймс саргент	wiki-wiki
