context_id	word	gold_sense_id	positions	context	lem_context	source
95	дисциплина	1	80-89	подготовки. Так что потому, что их присутствие способно тлетворно отразиться на дисциплине процесса. Так что потому, что в таком случае окажется зело трудно препятствовать	подготовка . так что потому , что они присутствие способный тлетворно отразиться на дисциплина процесс . так что потому , что в такой случай оказаться зело трудно препятствовать	bts-rutenten
96	дисциплина	2	49-59	инструкция по ремонту chery eastar 3 Апреля 2011 дисциплинам Здесь можно скачать книги по химии , физике, математике и многое другое Большое	инструкция по ремонт chery eastar 3 апрель 2011 дисциплина здесь можно скачать книга по химия , физика , математика и многий другой большой	bts-rutenten
97	дисциплина	2	83-91	архитектором, музыкантом, переводчиком, модельером или преподавателем гуманитарных дисциплин. Носительница имени Виолетта обладает незаурядной, привлекательной внешностью.	архитектор , музыкант , переводчик , модельер или преподаватель гуманитарный дисциплина . носительница имя виолетта обладать незаурядный , привлекательный внешность .	bts-rutenten
98	дисциплина	2	22-30	окрестностям поселка. дисциплин осуществляется с применением мультимедийных программ. Занятия проводятся в группах	окрестность посёлок . дисциплина осуществляться с применение мультимедийный программа . занятие проводиться в группа	bts-rutenten
99	замок	2	87-91	удобства создают всевозможные электроприводы: стеклоподъемников, зеркал и центрального замка. Для высших комплектаций предусмотрен парктроник.	удобство создавать всевозможный электропривод : стеклоподъемник , зеркало и центральный замок . для высокий комплектация предусмотреть парктроника .	bts-rutenten
100	замок	2	44-48	таким неожиданностям? Очень просто, смените замок на гараже или повесьте дополнительный, если первый вам не внушает доверия. И стоит	такой неожиданность ? очень просто , сменить замок на гараж или повесить дополнительный , если один вы не внушать доверие . и стоить	bts-rutenten
101	замок	1	82-86	живет самое большое в мире привидение. Немало туристов привлекают и средневековые замки на Рейне, которые позиционируются как официальные резиденции призраков. Есть в	жить самый большой в мир привидение . немало турист привлекать и средневековый замок на рейн , который позиционироваться как официальный резиденция призрак . есть в	bts-rutenten
102	замок	1	85-89	веков. Приглашаем Вас провести Вашу свадьбу в Чехии в средневековом стиле. Старинный замок Локет - наилучшее место для Вашей исторической свадьбы. Замок Локет, ведущий свою	век . приглашать вы провести ваш свадьба в чехия в средневековый стиль . старинный замок локета - хороший место для ваш исторический свадьба . замок локета , ведущий свой	bts-rutenten
103	замок	2	90-95	оборудованием в недрах американских гор. Грубо говоря, это ОЧЕНЬ надежно. Ваши данные под замком. Как минимум от этого ценник выше. Не говоря уже о реальном 10 летнем опыте построения	оборудование в недра американский гора . грубо говорить , это очень надёжно . ваш дать под замок . как минимум от это ценник выше . не говорить уже о реальный 10 летний опыт построение	bts-rutenten
104	замок	1	81-85	Интересная комбинированная экскурсия, которая позволит Вам увидеть два старинных замка Шотландии: Замок Абботсфорд (The Abbotsford Castle), родовое поместье сэра Вальтера	интересный комбинированный экскурсия , который позволить вы увидеть два старинный замок шотландия : замок абботсфорд ( the abbotsford castle ) , родовой поместье сэр вальтер	bts-rutenten
105	замок	2	80-85	города, уже из Петербурга поступали запросы, кого там местные власти держат под замком в больнице? Испуганные возможными последствиями местные власти стали искать способ	город , уже из петербург поступать запрос , кто там местный власть держать под замок в больница ? испуганный возможный последствие местный власть стать искать способ	bts-rutenten
106	замок	1	90-94	англичанином Эдуардом Блором, дворец с запада напоминает мрачный средневековый феодальный замок, с севера близок к английскому тюдоровскому стилю. Южный фасад имеет еще более	англичанин эдуард блор , дворец с запад напоминать мрачный средневековый феодальный замок , с север близкий к английский тюдоровский стиль . южный фасад иметь ещё более	bts-rutenten
107	замок	2	85-89	обчистили жилище Чумака на четыре миллиона рублей, пришли по старому следу, вырезали замки и забрали все ценное, что там оставалось», — сообщил тогда источник в правоохранительных	обчистить жилища чумак на четыре миллион рубль , прислать по старое след , вырезать замок и забрать весь ценный , что там оставаться » , — сообщить тогда источник в правоохранительный	bts-rutenten
108	замок	1	82-86	честь своего создателя лорда Крумлова из рода Витковичей. Монументальный комплекс замка Чески Крумлов, как его называют местные жители, расположен на продолговатом скалистом	честь свой создатель лорд крумлов из род витко . монументальный комплекс замок чёска крумлов , как он называть местный житель , расположить на продолговатый скалистый	bts-rutenten
109	замок	1	82-86	на континенте», но речь идет о самом крупном из Британских островов. Как такового замка нет, зато живописные руины позволяют разгуляться фантазии и дарят фотографам интересные	на континент » , но речь идти о самый крупный из британский остров . как таковой замок нет , зато живописный руина позволять разгуляться фантазия и дарить фотограф интересный	bts-rutenten
110	замок	2	40-44	(электромеханические и электромагнитные замки, турникеты);	( электромеханический и электромагнитный замок , турникет ) ;	bts-rutenten
111	замок	2	82-86	неотрывно смотрю на дверь. Я жду. Я верю, я знаю – они придут, зашевелится ключ в замке….. мне дадут много-много вкусного молока… и я усну, свернувшись клубком на груди	неотрывно смотреть на дверь . я ждать . я верить , я знать – они прийти , зашевелиться ключ в замок … . . я дать много-много вкусный молоко … и я уснуть , свернуться клубок на грудь	bts-rutenten
112	замок	1	87-91	Pernstejn) выглядят именно так, как большинство из нас представляет себе средневековый замок. Благодаря этому она является одним из самых популярных туристических объектов	pernstejn ) выглядеть именно так , как большинство из мы представлять себя средневековый замок . благодаря это она являться один из самый популярный туристический объект	bts-rutenten
113	замок	2	80-85	листа Захват для поднятия и перемещения труб Захват для бетонных колец Захват с замком для подъема и поворота стальных листов в вертикальном положении	лист захват для поднятие и перемещение труба захват для бетонный кольцо захват с замок для подъём и поворот стальной лист в вертикальный положение	bts-rutenten
114	замок	1	86-90	Землевладение создало дворянство. Рыцарь-разбойник, который захватывал землю и строил замок, становился благородным лордом, сеньором, который пользовался всеобщим уважением	землевладение создать дворянство . рыцарь-разбойник , который захватывать земля и строить замок , становиться благородный лорд , сеньор , который пользоваться всеобщий уважение	bts-rutenten
115	замок	2	89-94	насчитывает более 2000 моделей дверей и множество дверной фурнитуры, межкомнатных ручек, замков... Но наиболее востребованными стали межкомнатные двери из массива и шпонированные	насчитывать более 2000 модель дверь и множество дверной фурнитура , межкомнатный ручка , замковый . . . но наиболее востребовать стать межкомнатный дверь из массив и шпонировать	bts-rutenten
116	замок	2	84-88	лента на конце имеет замок круглый формы из ударопрочного ABS-пластика, пластиковый замок который имеет фиксатор для того что бы каждый желающий не мог его сдернуть с приемного	лента на конец иметь замок круглый форма из ударопрочный abs-пластик , пластиковый замок который иметь фиксатор для тот что бы каждый желающий не мочь он сдёрнуть с приёмный	bts-rutenten
117	замок	1	84-88	принадлежит не тебе (ведь ты таак любишь и понимаешь футбол… Почему яхты/самолетыи/ замки/островадворцы/красавицы и красавцы /сокр овища… не твои, а их?! Почему все что	принадлежать не ты ( ведь ты таак любить и понимать футбол … почему яхта / самолетый / замок / островадворец / красавица и красавец / сокр овискать … не твой , а они ? ! почему весь что	bts-rutenten
118	замок	1	87-91	погасли все огни, и замок погрузился во мрак. Крики, стоны людей, страх и ужас окутали замок плотной пеленой. Что случилось? Что произошло?- отовсюду слышались возгласы людей	погаснуть весь огонь , и замок погрузиться в мрак . крик , стон человек , страх и ужас окутать замок плотный пелена . что случиться ? что произойти ? - отовсюду слышаться возглас человек	bts-rutenten
119	замок	1	85-89	приехать в этот загадочный Невицкий замок - замок «невест»). Экскурсия в Ужгородский замок (Каменная летопись города) , музей архитектуры и быта под открытым небом (рассказывает	приехать в этот загадочный невицкий замок - замок « невеста » ) . экскурсия в ужгородский замок ( каменный летопись город ) , музей архитектура и быт под открытый небо ( рассказывать	bts-rutenten
120	замок	1	82-86	холмы и далекие башни Спишской Капитулы * . Над городком возвышались руины белого замка. Он был такой большой и белый, что казался каким-то метеорологическим курьезом,	холм и далёкий башня спишский капитул * . над городок возвышаться руина белый замок . он быть такой большой и белый , что казаться какой-то метеорологический курьёз ,	bts-rutenten
121	замок	1	88-92	французском, английской, немецком и датском языках. Видимо, русские редкие гости в этом замке, поэтому необходимости в гид-туре для наших соотечественников пока нет. За достаточно	французский , английский , немецкий и датский язык . видимо , русский редкий гость в это замок , поэтому необходимость в гид-тур для наш соотечественник пока нет . за достаточно	bts-rutenten
122	замок	2	81-86	и безопасность, не требуется никакая регистрация в ГАИ, кофр оборудован надежным замком, а цена его вполне сопоставима с ценой приличного спиннинга, в общем, классная	и безопасность , не требоваться никакой регистрация в гай , кофр оборудовать надёжный замок , а цена он вполне сопоставимый с цена приличный спиннинг , в общий , классный	bts-rutenten
123	замок	2	81-85	к замку в случае поломки. С целью увеличения степени надежности дверного полотна замок как бы «вкладывают» во входную дверь полностью. Данный метод называется « врезка	к замок в случай поломка . с цель увеличение степень надёжность дверной полотно замок как бы « вкладывать » в входной дверь полностью . данный метод называться « врезка	bts-rutenten
124	замок	1	85-90	бизнеса составление долгосрочных бюджетов чаще всего сродни строительству «воздушных замков». Лучше этим не заниматься и с точки зрения экономии денежных средств, и просто	бизнес составление долгосрочный бюджет чаща всего сродни строительство « воздушный замковый » . хороший это не заниматься и с точка зрение экономия денежный средство , и просто	bts-rutenten
125	замок	1	87-91	регионов Франции. Еще со времен Столетней войны здесь сохранились укрепленные города и замки, отличающиеся красотой, гармонично связанной с природой. На юго-востоке региона	регион франция . ещё с время столетний война здесь сохраниться укрепить город и замок , отличаться красота , гармонично связанный с природа . на юго-восток регион	bts-rutenten
126	замок	2	83-87	весь мир, что два металла могут давать электричество, что Гальвани обронил ключ от замка. Вольте нелегко далась эта кампания по просвещению заблудших, но он добросовестно	весь мир , что два металл мочь давать электричество , что гальвани обронить ключ от замок . вольт нелегко даться этот кампания по просвещение заблудший , но он добросовестно	bts-rutenten
127	замок	2	83-88	замки данной модели имеют мощный корпус из стали. Существует множество модификаций замков этой серии.	замок дать модель иметь мощный корпус из стать . существовать множество модификация замковый этот серия .	bts-rutenten
128	замок	1	80-84	Росток. Трансильвания, обиталище графа Орлока, снималась в Словакии. В качестве замка вампира при съемках исп	росток . трансильвания , обиталище граф орлока , сниматься в словакия . в качество замок вампир при съёмка исп	bts-rutenten
129	замок	1	92-96	средневекового замка, но от остановки их не видно (они расположены за лесом), я сам узнал о замке уже после того, как побывал в Базеле, так что не знаю, заслуживает ли он посещения	средневековый замок , но от остановка они не видно ( они расположить за лесом ) , я сам узнать о замок уже после тот , как побывать в базель , так что не знать , заслуживать ли он посещение	bts-rutenten
130	замок	1	34-38	посвящена эпохе этого императора) замок с богатейшей коллекцией средневекового оружия и охотничьих трофеев. Изначально	посвятить эпоха это император ) замок с богатый коллекция средневековый оружие и охотничий трофей . изначально	bts-rutenten
131	замок	1	83-87	вполне оправившийся от недавнего потрясения, и вестником счастья помчался в Лесной Замок. -- А, вот вы где, -- сказал он, входя в сад. -- Я звоню, звоню, и никакого ответа	вполне оправиться от недавний потрясение , и вестник счастие помчаться в лесна замок . -- а , вот вы где , -- сказать он , входить в сад . -- я звонить , звонить , и никакой ответ	bts-rutenten
132	замок	2	85-89	улице палка Курбана задела что-то. Курбан, нагнувшись, пошарил рукой и нашел ключ от замка. Курбан продолжил свой путь. Навстречу ему попалась соседка Шагважи.	улица палка курбан задеть что-то . курбан , нагнуться , пошарить рука и найти ключ от замок . курбан продолжить свой путь . навстречу он попасться соседка шагважа .	bts-rutenten
133	замок	2	41-45	точный механизм и тяжелый засов. У этого замка был действительно очень точный механизм и три отдельных засова. Так что отмычка	точный механизм и тяжёлый засов . у это замок быть действительно очень точный механизм и три отдельный засов . так что отмычка	bts-rutenten
134	замок	2	82-87	способов сделать это. Первое – охрана. Второе – металлическая дверь с современным замком, которая обязательно станет препятствием для грабителей. Но, так или иначе, все	способ сделать это . первое – охрана . два – металлический дверь с современный замок , который обязательно стать препятствие для грабитель . но , так или иначе , весь	bts-rutenten
135	замок	1	89-93	рыцарский замок для романтичных натур, когда банкетный зал превращается в парадные покои замка, где горят факелы, а столы уже ломятся от свежеприготовленной дичи. Японский ресторан	рыцарский замок для романтичный натура , когда банкетный зал превращаться в парадное покой замок , где гореть факел , а стол уже ломиться от свежеприготовленный дичь . японский ресторан	bts-rutenten
136	замок	2	82-86	небом. Примечательно, что крышка бензобака расположена в правом переднем крыле, а замок зажигания находится слева от рулевой колонки.	небо . примечательно , что крышка бензобак расположить в право передний крыло , а замок зажигание находиться слева от рулевой колонка .	bts-rutenten
137	замок	2	86-90	хищение произошло в ночь на 7 февраля. И снова неустановленные воры, подобрав ключи к замку, похитили из цеха два жидкокристаллических монитора.	хищение произойти в ночь на 7 февраль . и снова неустановленный вор , подобрать ключ к замок , похитить из цех два жидкокристаллический монитор .	bts-rutenten
138	замок	2	84-89	сервиса (наша компания имеет свою службу сервиса). Желательно, чтобы выбор и замена замков осуществлялась одним квалифицированым мастером, предварительно выполнившим осмотр	сервис ( наш компания иметь свой служба сервис ) . желательно , чтобы выбор и замена замковый осуществляться один квалифицированый мастер , предварительно выполнить осмотр	bts-rutenten
139	замок	1	82-86	Вары и который находится неподалеку от бывшей королевской охотничьей резиденции – замка Локет.	вар и который находиться неподалёку от бывший королевский охотничий резиденция – замок локета .	bts-rutenten
140	замок	1	82-86	доверенных лиц, министров… Начало череде неизбежных жертв положено в Михайловском замке в кровавую ночь с 11 на 12 марта 1801 года. Никогда и нигде не скрыться ему от	доверенный лицо , министр … начать череда неизбежный жертва положить в михайловский замок в кровавый ночь с 11 на 12 март 1801 год . никогда и нигде не скрыться он от	bts-rutenten
141	замок	2	83-87	одну историю вспомнила -надо было мне ехать, а все не могла выйти из помещения, то замок куртки заело, то кофтой зацепилась, то телефон зазвонил...думаю да что ж такое,	один история вспомнить -надо быть я ехать , а весь не мочь выйти из помещение , то замок куртка заесть , то кофта зацепиться , то телефон зазвонить . . . думать да что ж такой ,	bts-rutenten
142	замок	1	47-51	появилось множество мифов связанных с замками: замке Карлштейн посвящен слепому музыканту. Легенда гласит, что этот музыкант обычно	появиться множество миф связанный с замок : замок карлштейн посвятить слепой музыкант . легенда гласить , что этот музыкант обычно	bts-rutenten
143	замок	2	80-84	работе под управлением контроллера СКУД или «кнопки выхода» электромеханический замок блокирует / разблокирует только внешнюю ручку, а замок всегда можно открыть либо	работа под управление контроллер скуда или « кнопка выход » электромеханический замок блокировать / разблокировать только внешний ручка , а замок всегда можно открыть либо	bts-rutenten
144	замок	1	80-84	72 места, «Центральный» на 64 места, «Уральский» на 84 места, спальные корпуса «Замок», «Россия», «Губернский» с оборудованием номеров типа «апартаменты». В 2000 году	72 место , « центральный » на 64 место , « уральский » на 84 место , спальная корпус « замок » , « россия » , « губернский » с оборудование номер тип « апартамент » . в 2000 год	bts-rutenten
145	замок	2	81-87	панели шкафа и их стыки, а также углы каркаса кровати завершаются классическими 'замками'. Корпус кровати выполнен в декоре 'Орех Антик', изголовье украшено рельефными	панель шкаф и они стык , а также угол каркас кровать завершаться классический ' замок ' . корпус кровать выполнить в декор ' орех антик ' , изголовье украсить рельефный	bts-rutenten
146	замок	2	83-87	часа. Спуститесь по лестнице в полу. Возьмите бумагу у стола. Подойдите к кодовому замку на стене и введите пароль 31597. Возьмите картину из сейфа. Поднимитесь по лестнице	час . спуститься по лестница в пол . взять бумага у стол . подойти к кодовый замок на стена и ввести пароль 31597 . взять картина из сейф . подняться по лестница	bts-rutenten
147	замок	2	43-48	метров - люкс – площадь номера 34 кв.метра замком, кондиционером, холодильником, спутниковым телевидением, телефоном, беспроводным	метр - люкс – площадь номер 34 кв . метр замок , кондиционер , холодильник , спутниковый телевидение , телефон , беспроводный	bts-rutenten
148	замок	1	72-76	появляется что то неизвестное и это неизвестное отрыл, грубо говоря, ты.Замок стоит на горе Сипатория (если я правильно запомнила название) и ведет к нему очень	появляться что то неизвестный и это неизвестный отрыть , грубо говорить , ты . замок стоить на горе сипаторий ( если я правильно запомнить название ) и вести к он очень	bts-rutenten
149	замок	2	83-87	она сделала. Она убила свою подругу. Убила просто так. Подчиняясь приступу ярости. Замок в двери щелкнул. Не успев ничего понять, Сакура бросилась к двери, и... Упала на	она сделать . она убить свой подруга . убить просто так . подчиняться приступ ярость . замок в дверь щёлкнуть . не успеть ничто понять , сакура броситься к дверь , и . . . упасть на	bts-rutenten
150	замок	2	42-46	ребят! штатная проблема фордов с личинкой замка зажигания..заклинило руль и замок..ключ не поворачивается..полазили по форумам	ребята ! штатный проблема форд с личинка замок зажигание . . заклинить руль и замок . . ключ не поворачиваться . . полазить по форум	bts-rutenten
151	замок	2	82-86	вышвырнут из гильдии с позором. Книга у нее под замком (30 уровня). Если отпирать замок при закрытой двери, вы не попадетесь. Но не говорите с потерпевшей, пока украденное	вышвырнуть из гильдия с позор . книга у нея под замок ( 30 уровень ) . если отпирать замок при закрытый дверь , вы не попасться . но не говорить с потерпевший , пока украсть	bts-rutenten
152	замок	2	80-84	через прорези; • проклеиваем с изнаночной стороны кожаную заготовку и основание замка клеем 'Момент', клей наносим на кожу, на металл и изнаночную сторону вышитой заколки	через прорезь ; • проклеивать с изнаночный сторона кожаный заготовка и основание замок клей ' момент ' , клеить наносить на кожа , на металл и изнаночный сторона вышить заколка	bts-rutenten
153	замок	1	81-86	еще не чувствовал злобы; просто это была обычная методика допроса. - Кто владеет замком? - так же спокойно повторил он. - Не знаю! Майор снова ударил его. - КТО?! На этот	ещё не чувствовать злоба ; просто это быть обычный методика допрос . - кто владеть замок ? - так же спокойно повторить он . - не знать ! майор снова ударить он . - кто ? ! на этот	bts-rutenten
154	замок	1	86-90	история или таинственная легенда. Выстраивая маршрут своего путешествия, выбирайте те замки, которые покажутся вам наиболее интересными, но не забывайте, что некоторые из	история или таинственный легенда . выстраивать маршрут свой путешествие , выбирать тот замок , который показаться вы наиболее интересный , но не забывать , что некоторый из	bts-rutenten
155	замок	2	46-50	стелется через стяжник или добойник, добивать замок ламината через кромку категорически запрещено.	стлаться через стяжник или добойник , добивать замок ламинат через кромка категорически запретить .	bts-rutenten
156	замок	2	85-89	подскочить 'в и' места сзади на сей раз вокруг благодаря отдаленному месту выпускают замки, приспособленные навесным сторонам грузового купе.	подскочить ' в и ' место сзади на сеять раз вокруг благодаря отдалённый место выпускать замок , приспособить навесный сторона грузовой купе .	bts-rutenten
157	замок	2	87-91	подходящему для парковки сооружению. Однако, несмотря на удобство использования такого замка, он не гарантирует защиту от кражи других компонентов велосипеда. В следующий раз	подходящий для парковка сооружение . однако , несмотря на удобство использование такой замок , он не гарантировать защита от кража другой компонент велосипед . в следующий раз	bts-rutenten
158	замок	1	82-86	стежка вьется над пропастью. Духом взбираюсь вверх. Развалины двух церквей, бань, замка с бойницами, к северу оттудова ворота, много резной работы... В Гергеры, вдоль	стежок виться над пропасть . дух взбираться вверх . развалина два церковь , баня , замок с бойница , к север оттудов ворот , много резной работа . . . в гергера , вдоль	bts-rutenten
159	замок	1	41-45	ответ, и, ускорив шаг, она устремилась к замку тем же путем, каким пришла.	ответ , и , ускорить шаг , она устремиться к замок тем же путём , какой пришлый .	bts-rutenten
160	замок	2	41-45	В данной системе применяется специальный замок, который может исправно работать в самых экстремальных погодных условиях. Такой	в дать система применяться специальный замок , который мочь исправно работать в самый экстремальный погодный условие . такой	bts-rutenten
161	замок	1	42-46	моей остановкой стал древний Эдинбургский замок, в котором короновались все шотландские правители. Когда-то это была резиденция	мой остановка стать древний эдинбургский замок , в который короноваться весь шотландский правитель . когда-то это быть резиденция	bts-rutenten
162	замок	2	80-84	модели замков , разные усилия на удержание (от 150 до 1000кг) Врезные магнитные замки . Эти замки называют ещё 'сдвиговыми' из-за принципа из работы. Механическая нагрузка	модель замковый , разный усилие на удержание ( от 150 до 1000кг ) врезной магнитный замок . этот замок называть ещё ' сдвиговый ' из-за принцип из работа . механический нагрузка	bts-rutenten
163	замок	2	80-84	привлекла внимания похитителей. Наибольший ущерб – взломанные двери и сломанные замки, как сообщил председатель жилищного комитета.По факту хищения возбуждено уголовное	привлечь внимание похититель . наибольший ущерб – взломать дверь и сломать замок , как сообщить председатель жилищный комитет . по факт хищение возбудить уголовный	bts-rutenten
164	замок	2	83-87	удалить него опилки.воздушный фильтр можно взять мотоцикла «чз... В принципе, если замки колец не совпадут их можно переделать . В любом случае, я пока этим заниматься	удалить он опилка . воздушный фильтр можно взять мотоцикл « чз . . . в принцип , если замок кольцо не совпасть они можно переделать . в любой случай , я пока это заниматься	bts-rutenten
165	замок	2	81-85	никакой ведьме ни колдуну не убрать, да никому знахарю не отшептать. Словам моим замок да ключи, ключи кидаю в омут реки, замок крепок его не сломить так же как престол	никакой ведьма ни колдун не убрать , да никто знахарь не отшептать . слово мой замок да ключ , ключ кидать в омут река , замок крепки он не сломить так же как престол	bts-rutenten
166	замок	1	83-87	она хоть понимает, что делает? Кому она нужна -- нищая наследница полуразрушенного замка, в котором всех богатств -- летучие мыши да пыльные гобелены?	она хоть понимать , что делать ? кома она нужный -- нищать наследница полуразрушить замок , в который весь богатство -- летучий мышь да пыльный гобелен ?	bts-rutenten
167	замок	2	80-84	корпус имеет два съемных модуля - передний и задний. Первые - блокируют штатный замок капота . Открываются поворотом ключа и частичным вытягиванием личинки из цилиндра	корпус иметь два съёмный модуль - передний и задний . один - блокировать штатный замок капот . открываться поворот ключ и частичный вытягивание личинка из цилиндр	bts-rutenten
168	замок	1	86-91	крестьяне приняли присягу королю Стаху, и он неожиданным ударом овладел самым сильным замком в уезде. Ожидали только Яраша Штамета с хлопцами, и поскольку войско было сильным	крестьянин принять присяга король стах , и он неожиданный удар овладеть самый сильный замок в уезд . ожидать только яраша штамет с хлопец , и поскольку войско быть сильный	bts-rutenten
169	замок	1	83-87	бойни восхищало их! Бах свернул в боковую улицу. Мрачный, пробный приближался он к замку дрезденского князя. Придворные называли князя затейником: он любил стравливать	бойня восхищать они ! бах свернуть в боковой улица . мрачный , пробный приближаться он к замок дрезденский князь . придворный называть князь затейник : он любить стравливать	bts-rutenten
